id,naziv_ustanove,naziv_ustanove_eng,tip_ustanove,maticna_ustanova,ulica_broj,mesto,opstina,okrug,region,poz_broj,tel,mobil_tel,e_mail,website,direktor,kontakt_lice,tip_ustanove_eng,tip_ustanove_rus,ime_ustanova_rus,tip_ustanova_kina,ime_ustanova_kina,delete,latitude,longitude,coordinate,pozivni_broj,geometry
"22471","Галерија ММЦ, Културни центар Нови Пазар","MMC Gallery, Cultural Centre Novi Pazar",Музеји и галерије са фондом ,Kulturni centar Novi Pazar,Стевана Немање 2,Нови Пазар,Нови Пазар,РАШКИ ОКРУГ,Регион Шумадије и Западне Србије,"20","335 444; 335 440",064 8186263,domkulture_np@yahoo.com,www.kcnovipazar.com,Хусеин Мемић,Амра Хоџић Јејна,,музеи и галереи с фондом,"Галерея ММЦ, Культурный центр Нови Пазар",博物馆与基金展览馆,新帕扎尔文化中心MMC展览馆,,43.14067,20.51833,"43.14067, 20.51833","020",POINT(460829.5224940588 4776548.739219584)
"22475",Галерија Петра Добровића Београд,Gallery of Petar Dobrović,Музеји и галерије са фондом ,Музеј савремене уметности Београд,Краља Петра 36/IV,БЕОГРАД - Стари град,БЕОГРАД - Стари град,ГРАД БЕОГРАД,Београдски регион,"11",2622 163,,msub@msub.org.rs,www.msub.org.rs,"Слободан Накарада, в.д.",Сенка Ристивојевић,,музеи и галереи с фондом,Галерея Петра Добровича Белград,博物馆与基金展览馆,贝尔格莱德彼得·多布洛维奇展览馆,,44.82018,20.45576,"44.82018, 20.45576","011",POINT(456971.60086040804 4963119.044659429)
"21933",Галерија слика „Сава Шумановић” Шид,Galerija slika „Sava Šumanović” Šid,Музеји и галерије са фондом ,,Светога Саве 7,Шид,Шид,СРЕМСКИ ОКРУГ,Регион Војводине,"22",716 825,,info@savasumanovic.com,www.savasumanovic.com,Весна Буројевић,Весна Буројевић,,музеи и галереи с фондом,Картинная галерея „Сава Шуманович” Шид - Учреждение культуры национального значения,博物馆与基金展览馆,国家重要文化机构“萨瓦·舒玛诺维奇”图片展览馆,,45.12719,19.2282,"45.12719, 19.22820","022",POINT(360664.42329431296 4998606.760250843)
"22477",Галерија слика Миће Поповића и Вере Божичковић Лозница,"Cultural Center ""Vuk Karadžic"" Loznica",Музеји и галерије са фондом ,Центар за културу „Вук Караџић” Лозница,Јована Цвијића 15,Лозница,Лозница,МАЧВАНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"15",881 151,,ckvkaradzic@mts.rs,www.ckvkaradzic.org.rs,Снежана Нешковић Симић,Марина Цветановић,,музеи и галереи с фондом,Картинная галерея Мичи Поповича и Веры Божичкович Лозница,博物馆与基金展览馆,洛兹尼察米恰·波波维奇与维拉·波日池科维奇图片展览馆,,44.53091,19.22176,"44.53091, 19.22176","015",POINT(358708.222762607 4932380.486785933)
"22807","Галерија Српске академије наука и уметности, Београд",Serbian Academy Sciences and Arts,Музеји и галерије са фондом ,Српска академија наука и уметности (галерија),Кнеза Михаила 35,БЕОГРАД - Стари град,БЕОГРАД - Стари град,ГРАД БЕОГРАД,Београдски регион,"11","2027244","0652245324",zaklina.markovic@sanu.ac.rs,sanu.ac.rs,академик Душан Оташевић,Жаклина Марковић,,музеи и галереи с фондом,"Галерея Сербской академии наук и искусств, Белград",博物馆与基金展览馆,贝尔格莱德塞尔维亚科学艺术院展览馆,,44.81775,20.45672,"44.81775, 20.45672","011",POINT(457045.6956833607 4962848.603204634)
"22472",Галерија фресака,Gallery of Frescoes,Музеји и галерије са фондом ,Народни музеј у Београду,Цара Уроша 20,БЕОГРАД - Стари град,БЕОГРАД - Стари град,ГРАД БЕОГРАД,Београдски регион,"11","2621 491; 2910 411; 2910 413; 2910 415; 2910 423; 2910 436",,galerijafresaka@narodnimuzej.rs,www.narodnimuzej.rs,Бојана Борић Брешковић,Бојан Поповић,,музеи и галереи с фондом,Галерея фресок,博物馆与基金展览馆,壁画展览馆,,44.82172,20.45641,"44.82172, 20.45641","011",POINT(457024.1348920694 4963289.769926067)
"22474",Галерија-легат Милице Зорић и Родољуба Чолаковића Београд,The Gallery-Legacy of Milica Zorić and Rodoljub Čo,Музеји и галерије са фондом ,Музеј савремене уметности Београд,Родољуба Чолаковића 2,БЕОГРАД - Савски венац,БЕОГРАД - Савски венац,ГРАД БЕОГРАД,Београдски регион,"11",3676 093,,msub@msub.org.rs,www.msub.org.rs,"Слободан Накарада, в.д.",Сенка Ристивојевић,,музеи и галереи с фондом,Галерея-легат Милицы Зорич и Родолюба Чолаковича Белград,博物馆与基金展览馆,贝尔格莱德米莉察·佐利奇与洛多柳布·朝拉科维奇遗产展览馆,,44.78019,20.45362,"44.78019, 20.45362","011",POINT(456772.55885221966 4958677.951970945)
"22732",Градска кућа,Gradska kuća,Музеји и галерије са фондом ,Народни музеј Лесковац,Учитељ Јосифа 10,Лесковац,Лесковац,ЈАБЛАНИЧКИ ОКРУГ,Регион Јужне и Источне Србије,"16","213063",,nmleskovac@gmail.com,http://muzejleskovac.rs/,Мира Ниношевић,Слађана Рајковић,,музеи и галереи с фондом,,博物馆与基金展览馆,城市之家,,42.99485,21.95031,"42.99485, 21.95031","016",POINT(577464.9252968121 4760681.004397608)
"21937",Градски Mузеј Суботица - Szabadkai Varosi Muzeum,Municipal Museum Subotica,Музеји и галерије са фондом ,,Трг синагоге 3,Суботица,Суботица,СЕВЕРНО-БАЧКИ ОКРУГ,Регион Војводине,"24","555 128; 555 228",,muzejsubotica@mts.rs,www.gradskimuzej.subotica.rs,Иштван Хуло,Kispalkó János,,музеи и галереи с фондом,Городской музей Суботица - Szabadkai Varosi Muzeum,博物馆与基金展览馆,苏博蒂察城市博物馆,,46.10221,19.66141,"46.10221, 19.66141","024",POINT(396541.24374734843 5106274.753687103)
"21936",Градски музеј  Сомбор,City museum of Sombor,Музеји и галерије са фондом ,,Трг Републике 4,Сомбор,Сомбор,ЗАПАДНО-БАЧКИ ОКРУГ,Регион Војводине,"25",412 728,,"gmso@ptt.rs; gmso@sbb.rs",www.gms.rs,Бранимир Машуловић,Живадиновић Кусонић Невена,,музеи и галереи с фондом,Городской музей Сомбор,博物馆与基金展览馆,松博尔城市博物馆,,45.7719,19.11145,"45.77190, 19.11145","025",POINT(353166.1454700087 5070438.880299672)
"25195",Градски музеј Врбас,The City Museum of Vrbas,Музеји и галерије са фондом ,Културни центар Врбас,Маршала Тита 88,Врбас,Врбас,ЈУЖНО-БАЧКИ ОКРУГ,Регион Војводине,"21",707 510,064 8577 054,muzejvrbas@gmail.com,www.kcvrbas.org,Рихард Хенгл,Весна Гргуровић,,музеи и галереи с фондом,Городской музей Врбас,博物馆与基金展览馆,弗尔巴茨城市博物馆,,45.57128,19.64057,"45.57128, 19.64057","021",POINT(393926.36247039493 5047314.275176231)
"21938",Градски музеј Вршац,The City Museum of Vrsac,Музеји и галерије са фондом ,,Жарка Зрењанина 20,Вршац,Вршац,ЈУЖНО-БАНАТСКИ ОКРУГ,Регион Војводине,"13","838 053; 832 902",065 305 3424,muzejvrsac@mts.rs,www.muzejvrsac.org.rs,мр Звонимир Сантрач,Весна Станков,,музеи и галереи с фондом,Городской музей Вршац,博物馆与基金展览馆,弗尔沙茨城市博物馆,,45.11932,21.3018,"45.11932, 21.30180","013",POINT(523737.0347060108 4996249.776718679)
"21942",Музеј „Рас” Нови Пазар,Ras Museum,Музеји и галерије са фондом ,,Стевана Немање 20,Нови Пазар,Нови Пазар,РАШКИ ОКРУГ,Регион Шумадије и Западне Србије,"20","331 681; 331 682; 331 683",,muzejras@gmail.com,https://d.facebook.com/muzejras/?__tn__=%2As-R,Фуад Баћићанин,Семина Ђерлек,,музеи и галереи с фондом,Музей „Рас” Нови Пазар,博物馆与基金展览馆,新帕扎尔“拉斯”博物馆,,43.14157,20.51828,"43.14157, 20.51828","020",POINT(460826.0309901568 4776648.708774162)
"22479",Градски музеј Сента,The City Museum of Senta,Музеји и галерије са фондом ,Културно-образовни центар „Турзо Лајош” Сента,Главни трг 5а,Сента,Сента,СЕВЕРНО-БАНАТСКИ ОКРУГ,Регион Војводине,"33",811 348,063 8555 687,muzeum@tlkk.org,http://tlkk.org/sr/p/3/09_11_2016_Gradski-muzej.html,Рихард Хуђик,Атила Пејин,,музеи и галереи с фондом,Городской музей Сента,博物馆与基金展览馆,森塔城市博物馆,,45.9318,20.08987,"45.93180, 20.08987","033",POINT(429440.0859995982 5086872.730838741)
"21935",Градски музеј Бечеј,The City Museum of Becaj,Музеји и галерије са фондом ,,Главна 25,Бечеј,Бечеј,ЈУЖНО-БАЧКИ ОКРУГ,Регион Војводине,"21",6915 765,,muzej_becej@teamnet.rs,http://www.muzejbecej.rs/,Душан Иветић,Ксенија Милић,,музеи и галереи с фондом,Городской музей в Бечее,博物馆与基金展览馆,贝切伊城市博物馆,,45.61784,20.04467,"45.61784, 20.04467","021",POINT(425519.0442483983 5052032.1180822225)
"21927",Етнографски музеј Београд,Ethnographic Museum in Belgrade,Музеји и галерије са фондом ,,Студентски трг 13,БЕОГРАД - Стари град,БЕОГРАД - Стари град,ГРАД БЕОГРАД,Београдски регион,"11",3281 888,,info@etnografskimuzej.rs,www.etnografskimuzej.rs,"Тијана Чолак-Антић Поповић, в. д. директора",Александра Левнаић,,музеи и галереи с фондом,Этнографический музей в Белграде,博物馆与基金展览馆,贝尔格莱德民族博物馆,,44.81988,20.45643,"44.81988, 20.45643","011",POINT(457024.3491778228 4963085.365041748)
"25233",Завичајна музејска збирка Димитровград,Town museum collection,Музеји и галерије са фондом ,Народна библиотека „Детко Петров” Димитровград,Сутјеска 14,Димитровград,Димитровград,ПИРОТСКИ ОКРУГ,Регион Јужне и Источне Србије,"10","360042","0665360042",nbdetkopetrov@open.telekom.rs,https://www.facebook.com/Zavi%C4%8Dajna-muzejska-zbirka-Dimitrovgrad-367698503415468/,Јасминка Манчев,Весна Николов,,музеи и галереи с фондом,Краеведческая музейная коллекция Димитровград,博物馆与基金展览馆,迪米特洛夫格莱德乡土博物馆集,,43.01828,22.77666,"43.01828, 22.77666","010",POINT(644771.3359660236 4764376.338518146)
"22501",Завичајна музејска збирка Сврљиг,Town museum collection-Svrljig,Музеји и галерије са фондом ,"Центар за туризам, културу и спорт Сврљиг",Боре Прице 2,Сврљиг,Сврљиг,НИШАВСКИ ОКРУГ,Регион Јужне и Источне Србије,"18",821 059,064 8312 500,kcsvrljig@yahoo.com,www.kcsvrljig.rs,Марко Младеновић,Славиша Миливојевић,,музеи и галереи с фондом,Краеведческая музейная коллекция Сврлиг,博物馆与基金展览馆,斯弗尔利格乡土博物馆集,,43.41198,22.12407,"43.41198, 22.12407","018",POINT(591006.9218696279 4807179.680622044)
"22499",Завичајни етнографски музеј Брус,Town Entographic Museum,Музеји и галерије са фондом ,Културни центар Брус,Братиславе Петровић 15,Брус,Брус,РАСИНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"37",825 254,061 6129 175,miramuzej@yahoo.com,,Смиљана Алексић,Мирјана Гашић,,музеи и галереи с фондом,Краеведческий этнографический музей,博物馆与基金展览馆,重要民族博物馆,,43.38317,21.03249,"43.38317, 21.03249","037",POINT(502631.6913016137 4803367.115531161)
"21990",Завичајни музеј Петровац на Млави,"Regional Museum, Petrovac na Mlavi",Музеји и галерије са фондом ,,Српских владара 163,Петровац на Млави,Петровац на Млави,БРАНИЧЕВСКИ ОКРУГ,Регион Јужне и Источне Србије,"12",334 808,063 8325 143,muzejpetrovacnamlavi@gmail.com,www.muzej-petrovacnamlavi.org.rs,Жаклина Перић,Јасмина Живковић,,музеи и галереи с фондом,Краеведческий музей - Петровац на Млаве,博物馆与基金展览馆,姆拉瓦彼得罗瓦茨乡土博物馆,,44.37756,21.41832,"44.37756, 21.41832","012",POINT(533325.0273823637 4913894.073165171)
"22469",Завичајни музеј „Замак културе” Врњачка Бања,Cultural Center Vrnjačka Banja,Музеји и галерије са фондом ,Културни центар Врњачка Бања,7. јули 7,Врњачка Бања,Врњачка Бања,РАШКИ ОКРУГ,Регион Шумадије и Западне Србије,"36",612 144,064 8208 549,zamuzej@ptt.rs,nema,Јелена Боровић Димић,Јелена Боровић Димић,,музеи и галереи с фондом,Краеведческий музей „Замок культуры ” Врнячка-Баня,博物馆与基金展览馆,弗拉涅巴尼亚“扎玛克文化“乡土博物馆,,43.61839,20.89812,"43.61839, 20.89812","036",POINT(491779.6905954589 4829494.7212189045)
"21991",Завичајни музеј Алексинац,Aleksinac Heritage Museum,Музеји и галерије са фондом ,,Момчила Поповића 20,Алексинац,Алексинац,НИШАВСКИ ОКРУГ,Регион Јужне и Источне Србије,"18",800 969,,muzejaleksinac@gmail.com,www.muzejaleksinac.org,Александар Никезић,Александар Никезић,,музеи и галереи с фондом,Краеведческий музей Алексинац,博物馆与基金展览馆,阿莱克西纳茨乡土博物馆,,43.55572,21.69235,"43.55572, 21.69235","018",POINT(555921.1421172793 4822762.383686915)
"22502",Завичајни музеј Бела Паланка,The Homeland Museum of Bela Palanka,Музеји и галерије са фондом ,Народна библиотека „Вук Караџић” Бела Паланка,Крсте Јоцића 4,Бела Паланка,Бела Паланка,ПИРОТСКИ ОКРУГ,Регион Јужне и Источне Србије,"18",855 005,,vukbiblioteka@gmail.com,,Милан Спасић,Милан Спасић,,музеи и галереи с фондом,Краеведческий музей Бела-Паланка,博物馆与基金展览馆,贝拉帕兰卡乡土博物馆,,43.21795,22.31026,"43.21795, 22.31026","018",POINT(606419.4758512957 4785851.55865633)
"21973",Народни музеј Ниш,The National Museum Nis,Музеји и галерије са фондом ,,Генерала Милојка Лешјанина 14,Ниш,Ниш,НИШАВСКИ ОКРУГ,Регион Јужне и Источне Србије,"18","513 430; 248 189","0692408018",muzejnis@mts.rs,http://narodnimuzejnis.rs/,Ненад Спасић,Жељко Анђелковић,,музеи и галереи с фондом,Народный музей Ниш,博物馆与基金展览馆,尼什国家博物馆,,43.31842,21.89331,"43.31842, 21.89331","018",POINT(572435.2849690083 4796563.196970219)
"22503",Завичајни музеј Власотинце,The Homeland Museum of Vlasotince,Музеји и галерије са фондом ,Културни центар Власотинце,Марка Орешковића 1,Власотинце,Власотинце,ЈАБЛАНИЧКИ ОКРУГ,Регион Јужне и Источне Србије,"16","875 314; 877 466",064/8806880,kcentarvl@mts.rs,kcvlasotince,Бобан Димитријевић,Новица Тричковић,,музеи и галереи с фондом,Краеведческий музей Власотинце,博物馆与基金展览馆,弗拉索廷策乡土博物馆,,42.96559,22.12742,"42.96559, 22.12742","016",POINT(591945.840381052 4757610.227619037)
"21997",Завичајни музеј Жупе Александровац,The Homeland Museum of Zupa Aleksandrovac,Музеји и галерије са фондом ,,29. Новембар 95,Александровац,Александровац,РАСИНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"37",3552 326,"0653678811",muzejzupe@gmail.com,www.muzejzupe.org.rs,Иван Брборић,Иван Брборић,,музеи и галереи с фондом,Краеведческий музей Жупы Александровац,博物馆与基金展览馆,阿莱克桑德洛瓦茨乡土博物馆,,43.45902,21.04445,"43.45902, 21.04445","037",POINT(503595.9598928185 4811791.198323212)
"22504",Завичајни музеј Земун,Zemun Museum,Музеји и галерије са фондом ,Музеј града Београда,Главна 9,БЕОГРАД - Земун,БЕОГРАД - Земун,ГРАД БЕОГРАД,Београдски регион,"11",3165 234,,office@mgb.org.rs,www.mgb.org.rs,Татјана Корићанац,Марија Марчета,,музеи и галереи с фондом,Краеведческий музей Земун,博物馆与基金展览馆,泽蒙乡土博物馆,,44.8431,20.41222,"44.84310, 20.41222","011",POINT(453547.6800645251 4965689.062805151)
"21992",Завичајни музеј Јагодина,Regional museum Jagodina,Музеји и галерије са фондом ,,Кнегиње Милице 82,Јагодина,Јагодина,ПОМОРАВСКИ ОКРУГ,Регион Шумадије и Западне Србије,"35","231 328; 232 996; 223 308",064 819 72 83,jagmus@mts.rs,https://sr-rs.facebook.com/zavicajnimuzej.jagodina/,Србољуб Милетић,Србољуб Милетић,,музеи и галереи с фондом,Краеведческий музей Ягодина,博物馆与基金展览馆,雅戈蒂那乡土博物馆,,43.97609,21.26284,"43.97609, 21.26284","035",POINT(521081.42684427736 4869250.790925926)
"21993",Завичајни музеј Књажевац,The Homeland Museum of Knjaževac,Музеји и галерије са фондом ,,Карађорђева 15,Књажевац,Књажевац,ЗАЈЕЧАРСКИ ОКРУГ,Регион Јужне и Источне Србије,"19",731 407,064 8942 601,muzejknjazevac@mts.rs,www.muzejknjazevac.rs,Милена Милошевић Мицић,Милена Милошевић Мицић,,музеи и галереи с фондом,Краеведческий музей Княжевац,博物馆与基金展览馆,克尼亚热瓦茨乡土博物馆,,43.56529,22.25105,"43.56529, 22.25105","019",POINT(601031.662834845 4824352.637984588)
"22468",Завичајни музеј Коцељева,Native nuseum Koceljeva,Музеји и галерије са фондом ,Библиотека „Јанко Веселиновић” Коцељева,Немањина 70,Коцељева,Коцељева,МАЧВАНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"15",558 082,064 8033 178,muzejkoceljeva@gmail.com,https://sr-rs.facebook.com/muzejkoceljeva,Небојша Остојић,"археолог Зоран А. Живановић, виши кустос",,музеи и галереи с фондом,Краеведческий музей Коцелева,博物馆与基金展览馆,科策列瓦乡土博物馆,,44.46654,19.82051,"44.46654, 19.82051","015",POINT(406179.45307656156 4924369.045440923)
"21994",Завичајни музеј Параћин,"Hometown museum ""Paracin""",Музеји и галерије са фондом ,,Томе Живановића 17,Параћин,Параћин,ПОМОРАВСКИ ОКРУГ,Регион Шумадије и Западне Србије,"35",562 035,063/666-763,srndakovicaleksandar@gmail.com,http://www.muzejparacin.rs/,Бранислав Стојановић,Александар Срндаковић,,музеи и галереи с фондом,Краеведческий музей Парачин,博物馆与基金展览馆,帕拉钦乡土博物馆,,43.86418,21.40882,"43.86418, 21.40882","035",POINT(532851.4696374777 4856869.008401327)
"21995",Завичајни музеј Прибој,The Homeland Museum of Priboj,Музеји и галерије са фондом ,,12. јануара 21-25,Прибој,Прибој,ЗЛАТИБОРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"33",2452 453,069 8461 100,muzejpriboj@gmail.com,https://sr-rs.facebook.com/zavicajnimuzej.priboj,Саво Дерикоњић,Саво Дерикоњић,,музеи и галереи с фондом,Краеведческий музей Прибой,博物馆与基金展览馆,普利波伊乡土博物馆,,43.58222,19.52583,"43.58222, 19.52583","033",POINT(380982.88845320005 4826528.293701178)
"21996",Завичајни музеј Рума,Ruma County Museum,Музеји и галерије са фондом ,,Главна 182,Рума,Рума,СРЕМСКИ ОКРУГ,Регион Војводине,"22",474 888,063 8145 556,zavmuzejruma@mts.rs,https://sr-rs.facebook.com/zavicajnimuzejruma/,Снежана Јанковић,Снежана Јанковић,,музеи и галереи с фондом,Краеведческий музей Рума,博物馆与基金展览馆,鲁马乡土博物馆,,45.00771,19.82424,"45.00771, 19.82424","022",POINT(407344.5471743149 4984479.258417142)
"21989",Задужбина краља Петра I Карађорђевића,King's Peter House,Музеји и галерије са фондом ,,Опленац бб,Топола,Топола,ШУМАДИЈСКИ ОКРУГ,Регион Шумадије и Западне Србије,"34","6811 280; 6811 881; 6811-118",063 656 694,zaduzbinat@mts.rs,http://www.oplenac.rs,Драган Рељић,"Саша Маринковић, Марина Маринковић",,музеи и галереи с фондом,Задужбина короля Петра I Караджоржджевича,博物馆与基金展览馆,彼得一世卡拉焦尔杰维奇国王遗赠基金会,,44.2471,20.68277,"44.24710, 20.68277","034",POINT(474672.15714345116 4899367.2136370735)
"22735",Збирка икона Секулић,Collection of Icons Sekulić,Музеји и галерије са фондом ,Музеј града Београда,Узун Миркова 5,БЕОГРАД - Стари град,БЕОГРАД - Стари град,ГРАД БЕОГРАД,Београдски регион,"11",2182 961,,office@mgb.org.rs,www.mgb.org.rs,Татјана Корићанац,Марија Марчета,,музеи и галереи с фондом,Коллекция икон Секулич,博物馆与基金展览馆,塞库利奇圣象画集,,44.81997,20.45556,"44.81997, 20.45556","011",POINT(456955.63231549837 4963095.822945392)
"21939",Историјски музеј Србије,Historical Мuseum of Serbia,Музеји и галерије са фондом ,,Трг Николе Пашића 11,БЕОГРАД - Стари град,БЕОГРАД - Стари град,ГРАД БЕОГРАД,Београдски регион,"11","3287 242; 2187 360; 2637 753",,istorijskimuzej@imus.org.rs,www.imus.org.rs,др Душица Бојић,Слађана Бојковић,,музеи и галереи с фондом,Исторический музей Сербии,博物馆与基金展览馆,塞尔维亚历史博物馆,,44.81247,20.4637,"44.81247, 20.46370","011",POINT(457593.69829951506 4962258.41616915)
"22021","Јавно предузеће „Пошта Србије”, ПТТ музеј",PTT museum,Музеји и галерије са фондом ,Јавно предузеће „Пошта Србије” (музеј),Мајке Јевросиме 13,БЕОГРАД - Стари град,БЕОГРАД - Стари град,ГРАД БЕОГРАД,Београдски регион,"11","3064 108; 3063 278",064 6980378,pttmuzej@ptt.rs,http://www.pttmuzej.rs/,Гордана Симоновић Живковић,Татјана Секулић,,музеи и галереи с фондом,"Госпредприятие „Почта Србије”, Музей ПТТ (Почта-Телефон-Телеграф)",博物馆与基金展览馆,塞尔维亚邮政国有公司邮政博物馆,,44.81257,20.46809,"44.81257, 20.46809","011",POINT(457940.8970482959 4962267.243867673)
