id,naziv_ustanove,naziv_ustanove_eng,tip_ustanove,maticna_ustanova,ulica_broj,mesto,opstina,okrug,region,poz_broj,tel,mobil_tel,e_mail,website,direktor,kontakt_lice,tip_ustanove_eng,tip_ustanove_rus,ime_ustanova_rus,tip_ustanova_kina,ime_ustanova_kina,delete,latitude,longitude,coordinate,pozivni_broj,geometry
"20304",Градска библиотека Љиг,City Library of Ljig,Библиотеке,,Карађорђева 8,Љиг,Љиг,КОЛУБАРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"14",3443 462,,bibliotekaljig@ptt.rs,www.biblioteka.org.rs,Славица Миливојевић,Мира Којић,Library,библиотеки,"Городская библиотека ""Лиг""",图书馆,“里格”城市图书馆,,44.2262,20.23956,"44.22620, 20.23956","014",POINT(439264.45528376 4897278.006375619)
"20306",Библиотека „Јован Томић” Нова Варош,Library `Jovan Tomić` Nova Varoš,Библиотеке,,Карађорђева 36,Нова Варош,Нова Варош,ЗЛАТИБОРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"33",64 472,,bibliotekanv@gmail.com,www.bibliotekanovavaros.org.rs,Нера Човић,"Радмила Бјелић; Владимир Дулановић",Library,библиотеки,"Библиотека ""Йован Томич"", Нова-Варош",图书馆,新瓦洛什“约万·托米奇”图书馆,,43.4604,19.81098,"43.4604, 19.81098","033",POINT(403811.2934678278 4812630.073726427)
"20210",Библиотека „Јожеф Атила” Кањижа,"Library ""Jožef Atila"" Kanjiža",Библиотеке,,Дамјанићева 2,Кањижа,Кањижа,СЕВЕРНО-БАНАТСКИ ОКРУГ,Регион Војводине,"25",874 688,,jab@eunet.rs,www.jab.org.rs,в.д. Золтан Каткич,/,Library,библиотеки,"Библиотека ""Йожеф Атила"", Канижа",图书馆,卡尼扎“约哲夫·阿提拉”图书馆,,46.06489,20.05596,"46.06489, 20.05596","025",POINT(426986.4151043953 5101690.438176328)
"20289",Библиотека „Љубиша Р. Ђенић” Чајетина,"Library ""Ljubisa R. Djenic"" Čajetina",Библиотеке,,Златиборска 1,Чајетина,Чајетина,ЗЛАТИБОРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"31","831 924; 831 380",,ljubisardjenic@open.telekom.rs,www.bibliotekacajetina.org.rs,Снежана Ђенић,Данијела Ђуровић,Library,библиотеки,"Библиотека ""Любиша Р. Дженич"", Чаетина",图书馆,查耶提纳“柳比沙·杰尼奇”图书馆,,43.75039,19.71521,"43.75039, 19.71521","031",POINT(396561.8480333978 4844951.865331831)
"20346",Библиотека „Мехмет Јусуфи” Прешево,"Public Library ""Mehmet Jusufi"" Preševo",Библиотеке,,Маре Лончар  бб,Прешево,Прешево,ПЧИЊСКИ ОКРУГ,Регион Јужне и Источне Србије,"17",661 230,,bibliotekapresheve@yahoo.com,,Виђит Мехмети,,Library,библиотеки,"Библиотека ""Мехмет Юсуфи"", Прешево",图书馆,普莱舍沃”穆哈穆德·优素福“图书馆,,42.30445,21.65317,"42.30445, 21.65317","017",POINT(553835.481542776 4683786.403303228)
"20291",Библиотека „Милован Глишић” Љубовија,"Library ""Milovan Glišić"" Ljubovija",Библиотеке,,Трг Војводе Мишића бб,Љубовија,Љубовија,МАЧВАНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"15","561 842; 561 529",063 8491 884,office@biblioteka-ljubovija.org.rs,www.biblioteka-ljubovija.org.rs,Маријана Петаковић,Маријана Петаковић,Library,библиотеки,"Библиотека ""Милован Глишич"", Любовия",图书馆,柳波维亚“米洛万·格里西奇”图书馆,,44.18786,19.37292,"44.18786, 19.37292","015",POINT(369962.0928645988 4894025.524597236)
"20330",Библиотека „Милован Глишић” Мионица,"Library ""Milovan Glišić"" Mionica",Библиотеке,,Др Јове Алексића 12,Мионица,Мионица,КОЛУБАРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"14",62 623,,mionicabiblioteka@gmail.com,,Светлана Ђурић,Светлана Ђурић,Library,библиотеки,"Библиотека ""Милован Глишич"", Мионица",图书馆,米尔尼查国家“米洛万·格里西奇”图书馆,,44.25322,20.08081,"44.25322, 20.08081","014",POINT(426618.824595831 4900408.831410848)
"20323",Библиотека „Милутин Бојић” Београд,"Public Library ""Milutin Bojić"" Beograd",Библиотеке,,Илије Гарашанина 5,БЕОГРАД - Палилула,БЕОГРАД - Палилула,ГРАД БЕОГРАД,Београдски регион,"11",3242 418,,biblioteka@milutinbojic.org.rs,www.milutinbojic.org.rs,в.д. Јовица Кртинић,,Library,библиотеки,"Библиотека ""Милутин Боич"", Белград",图书馆,贝尔格莱德“米卢廷·波伊奇”图书馆,,44.81221,20.47133,"44.81221, 20.47133","011",POINT(458196.82980597153 4962225.582530461)
"20253",Библиотека „Милутин Срећковић” Смедеревска Паланка,Public Library - Cultural Center Smederevska Palan,Библиотеке,,10. октобра 16,Смедеревска Паланка,Смедеревска Паланка,ПОДУНАВСКИ ОКРУГ,Регион Јужне и Источне Србије,"26","311 578 ; 318 346",,bibpalanka@verat.net,/,Добрила Здравковић,/,Library,библиотеки,"Библиотека ""Милутин Сречкович"", Смедеревска-Паланка",图书馆,斯梅代雷沃帕兰卡“米卢廷·斯莱奇科维奇”图书馆,,44.36444,20.96082,"44.36444, 20.96082","026",POINT(496878.06984871527 4912352.431416452)
"20265",Библиотека „Мухамед Абдагић” Сјеница,"Library ""Muhamed Abdagić"" Sjenica",Библиотеке,,Трг Светозара Марковића 13,Сјеница,Сјеница,ЗЛАТИБОРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"20",5741 976,,bibliotekasjenica@live.com,www.muhamedabdagic.org,Едина Хамидовић,/,Library,библиотеки,"Библиотека ""Мухамед Абдагич"", Сеница",图书馆,谢尼查“穆哈穆德·阿布达季奇”图书馆,,43.2725734,19.9966627,"43.2725734, 19.9966627","020",POINT(418581.79737576196 4791573.015199825)
"20335",Библиотека „Никола Сикимић Максим” Кучево,"Library ""Nikola Sikimić-Maksim"" Kučevo",Библиотеке,,Трг Вељка Дугошевића 30,Кучево,Кучево,БРАНИЧЕВСКИ ОКРУГ,Регион Јужне и Источне Србије,"12",850 467,,bibliotekansm@gmail.com,,Виолета Илић,Србуљевић Ненад,Library,библиотеки,"Библиотека ""Никола Сикимич Максим"", Кучево",图书馆,库切沃“尼古拉·西基米奇·马克思姆”图书馆,,44.47979,21.66734,"44.47979, 21.66734","012",POINT(553070.3755258209 4925380.85817599)
"20288",Библиотека „Радоје Домановић” Велика Плана,"Library ""Radoje Domanović"" Velika Plana",Библиотеке,,Косовска 19,Велика Плана,Велика Плана,ПОДУНАВСКИ ОКРУГ,Регион Јужне и Источне Србије,"26",521 256,,rdbiblioteka@gmail.com,http://velikaplana.opstinesrbije.com/index.php?menu=2&submenu=204&pg=40,в.д. Сaња Стојадиновић,,Library,библиотеки,"Библиотека ""Радое Доманович"", Велика-Плана",图书馆,大普拉那“拉多耶·多玛诺维奇”图书馆,,44.33413,21.07104,"44.33413, 21.07104","026",POINT(505663.5080166042 4908987.467115517)
"20309",Библиотека „Радоје Домановић” Сурдулица,Library `Radoje Domanović` Surdulica,Библиотеке,,Кеј Раде Цветковићa 12,Сурдулица,Сурдулица,ПЧИЊСКИ ОКРУГ,Регион Јужне и Источне Србије,"17",815 243,,biblioteka@surdulica.org.rs,www.bibliotekasurdulica.org,Весна Георгијев,Весна Георгиев,Library,библиотеки,"Библиотека ""Радое Доманович"", Сурдулица",图书馆,苏尔杜利查“拉多耶·多玛诺维奇”图书馆,,42.69219,22.17326,"42.69219, 22.17326","017",POINT(596107.0153594371 4727301.203357423)
"20233",Библиотека „Радоје Домановић” Топола,"Library ""Radoje Domanović"" Topola",Библиотеке,,Краљице Марије 4,Топола,Топола,ШУМАДИЈСКИ ОКРУГ,Регион Шумадије и Западне Србије,"34",6100 306,,biblioteka@topola.com,,Слађана Митровић,Зорица Бараћ,Library,библиотеки,"Библиотека ""Радое Доманович"", Топола",图书馆,托珀拉“拉多耶·多玛诺维奇”图书馆,,44.25282,20.67886,"44.25282, 20.67886","034",POINT(474362.46506629727 4900003.763091205)
"20337",Библиотека „Сарваш Габор” Ада,"Library  ""Sarvaš Gabor"" Ada",Библиотеке,,Трг ослобођења 3а,Ада,Ада,СЕВЕРНО-БАНАТСКИ ОКРУГ,Регион Војводине,"38",851 115,,biblioteka.ada@gmail.com,www.biblada.org,Aрон Чонка,Валерија Барна Коложи,Library,библиотеки,"Библиотека ""Сарваш Габор"", Ада",图书馆,阿达“萨尔巴什·嘎博尔”图书馆,,45.79661,20.13291,"45.79661, 20.13291","038",POINT(432613.70288870845 5071815.41612602)
"22326",Библиотека „Светислав Вуловић” Ивањица,Public Library - Cultural Center Ivanjica,Библиотеке,Дом културе Ивањица,Венијамина Маринковића бб,Ивањица,Ивањица,МОРАВИЧКИ ОКРУГ,Регион Шумадије и Западне Србије,"32","665 382; 661 087",,biblioteka.svulovic@eunet.rs,,Емилија Перуничић,Емилија Перуничић,Library,библиотеки,"Библиотека „Светислав Вулович"", Иваница",图书馆,伊瓦尼查“斯维提斯拉夫·武洛维奇”图书馆,,43.58055,20.23111,"43.58055, 20.23111","032",POINT(437922.20695903903 4825574.324470591)
"20250",Библиотека „Србољуб Митић” Мало Црниће,Library `Srboljub Mitić`  Malo Crniće,Библиотеке,,Зеленгорска бб,Мало Црниће,Мало Црниће,БРАНИЧЕВСКИ ОКРУГ,Регион Јужне и Источне Србије,"12",280 014,,bibliotekamalocrnice@gmail.com,www.bsmmc.org,Зорка Стојановић,Зорка Стојановић,Library,библиотеки,"Библиотека “Срболюб Митич“, Мало-Црниче",图书馆,小策尔尼切“塞尔博柳布·米蒂奇”图书馆,,44.5583119,21.2865098,"44.5583119, 21.2865098","012",POINT(522754.17232500913 4933926.273461422)
"20267",Библиотека „Штефан Хомола” Бачки Петровац,"Library  ""Štefan Homola"" Bački Petrovac",Библиотеке,,Народне револуције 9,Бачки Петровац,Бачки Петровац,ЈУЖНО-БАЧКИ ОКРУГ,Регион Војводине,"21",781 335,,shomolu@stcable.net,,Јармила Стојимировић,,Library,библиотеки,"Библиотека ""Штефан Хомола"", Бачки-Петровац",图书馆,巴池彼得罗瓦茨“什泰凡·霍莫拉”图书馆,,45.35873,19.59225,"45.35873, 19.59225","021",POINT(389742.41413110733 5023765.869340509)
"20317",Библиотека Ариље „Установа за библиотечко-информациону делатност и културни туризам“,Public Library Arilje,Библиотеке,,Светог Ахилија 33,Ариље,Ариље,ЗЛАТИБОРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"31","891 182; 893 933",,bibliotekaariljska@gmail.com,www.narodnabibliotekaarilje.org.rs,Јелисавета Лазић,Момчило Димитријевић,Library,библиотеки,Библиотека Ариле „Учреждение по библиотечно-информационной деятельности и культурному туризму“,图书馆,阿利列“图书信息活动与文化旅游机构”图书馆,,43.7515,20.09905,"43.7515, 20.09905","031",POINT(427466.20022085914 4844667.479576353)
"20319","Библиотека Вуковог завичаја, Лозница","Biblioteka Vukovog zavičaja, Loznica",Библиотеке,,Светог Саве 5,Лозница,Лозница,МАЧВАНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"15","882 123; 898 560; 898 561",,bibliotekaloznica@eunet.rs,www.bibliotekaloznica.org.rs,Радован Симић,Радован Симић,Library,библиотеки,"Библиотека родного края Вука, Лозница",图书馆,洛兹尼察武克故乡图书馆,,44.53349,19.22136,"44.53349, 19.22136","015",POINT(358682.6813919213 4932667.763035005)
"20261",Библиотека града Београда,City Library of Belgrade,Библиотеке,,Кнеза Михаила 56,БЕОГРАД - Стари град,БЕОГРАД - Стари град,ГРАД БЕОГРАД,Београдски регион,"11","2024 000; 2024 022 (директор)",,"pult@bgb.rs; direktor@bgb.rs",www.bgb.rs,Јасмина Нинков,,Library,библиотеки,Библиотека города Белграда,图书馆,贝尔格莱德城市图书馆,,44.82004,20.4535,"44.82004, 20.4535","011",POINT(456792.8173959673 4963104.691792166)
"20354","Библиотека града Београда - Одељење Библиотека ""Вук Караџић""","Public Library ""Vuk Karadžić"" Beograd",Библиотеке,,Ћирила и Методија 2,БЕОГРАД - Звездара,БЕОГРАД - Звездара,ГРАД БЕОГРАД,Београдски регион,"11",2422 003,,biblioteka.zvezdara@gmail.com,www.bgb.rs,Жељка Шаин-Милошевић,,Library,библиотеки,"Библиотека города Белграда - Отделение Библиотека ""Вук Караджич""",图书馆,贝尔格莱德城市图书馆-“武克·卡拉季奇”分馆,,44.80407,20.48154,"44.80407, 20.48154","011",POINT(458998.3921069899 4961316.162333648)
"20339","Библиотека града Београда - Одељење Библиотека ""Вук Караџић""","Public Library ""Vuk Karadžić"" Novi Beograd",Библиотеке,,Булевар Зорана Ђинђића 152а,БЕОГРАД - Нови Београд,БЕОГРАД - Нови Београд,ГРАД БЕОГРАД,Београдски регион,"11","2697 427; 3190 645",,biblioteka.novibeograd@gmail.com,www.bgb.rs,Јелена Марковић,,Library,библиотеки,"Библиотека города Белграда - Отделение Библиотека ""Вук Караджич""",图书馆,贝尔格莱德城市图书馆-“武克·卡拉季奇”分馆,,44.82632,20.3997,"44.82632, 20.3997","011",POINT(452544.4527827899 4963832.305241226)
"20338","Библиотека града Београда - Одељење Библиотека ""Ђорђе Јовановић""","Library ""Đorđe Jovanović"" Beograd",Библиотеке,,Змај Јовина 1,БЕОГРАД - Стари град,БЕОГРАД - Стари град,ГРАД БЕОГРАД,Београдски регион,"11",2637 664,,bibliotek@ptt.rs,www.biblioteke.info,Марина Неђић,,Library,библиотеки,"Библиотека города Белграда - Отделение Библиотека ""Джордже Йованович""",图书馆,贝尔格莱德城市图书馆-“焦尔杰·约万诺维奇”分馆,,44.81664,20.45668,"44.81664, 20.45668","011",POINT(457041.7089259594 4962725.3213315755)
"20336","Библиотека града Београда - Одељење Библиотека ""Илија Гарашанин""","Public Library ""Ilija Garašanin"" Grocka",Библиотеке,,Булевар ослобођења 11,БЕОГРАД - Гроцка,БЕОГРАД - Гроцка,ГРАД БЕОГРАД,Београдски регион,"11","8501 081; 8500 360; 3047 373 (директор)",,"biblioteka.grocka@gmail.com; zeljkasajin@gmail.com",www.bgb.rs,Жељка Шаин-Милошевић,,Library,библиотеки,"Библиотека города Белграда - Отделение Библиотека ""Илья Гарашанин""",图书馆,贝尔格莱德城市图书馆-“伊利亚·嘎拉沙宁”分馆,,44.67259,20.71607,"44.67259, 20.71607","011",POINT(477494.89303985424 4946619.550234602)
"20316",Библиотека општине Лучани,Library - Cultural Center Guča,Библиотеке,,Трг слободе бб,Лучани,Лучани,МОРАВИЧКИ ОКРУГ,Регион Шумадије и Западне Србије,"32",855 788,,bibliotekaguca@gmail.com,www.bibliotekaguca.rs,Славко Радосавчевић,Славко Радосавчевић,Library,библиотеки,Библиотека муниципалитета Лучани,图书馆,卢查尼城市图书馆,,43.77732,20.22643,"43.77732, 20.22643","032",POINT(437748.1386009244 4847431.504065065)
"20334","Библиотека града Београда - Одељење Библиотека ""Исидора Секулић""","Public Library ""Isidora Sekulić"" Beograd",Библиотеке,,Гаврила Принципа 40,БЕОГРАД - Савски венац,БЕОГРАД - Савски венац,ГРАД БЕОГРАД,Београдски регион,"11",2651 082,,biblioteka.savskivenac@gmail.com,www.bgb.rs,Александра Вићентијевић,,Library,библиотеки,"Библиотека города Белграда - Отделение Библиотека ""Исидора Секулич""",图书馆,贝尔格莱德城市图书馆-“伊西多拉·塞库利奇”分馆,,44.81119,20.45638,"44.81119, 20.45638","011",POINT(457013.94045595464 4962120.073587081)
"20353","Библиотека града Београда - Одељење Библиотека ""Јован Дучић""","Library ""Jovan Dučić"" Barajevo",Библиотеке,,Миодрага Вуковића 2,БЕОГРАД - Барајево,БЕОГРАД - Барајево,ГРАД БЕОГРАД,Београдски регион,"11",8300 389,,biblioteka.barajevo@gmail.com,www.bgb.rs,Владан Николић,,Library,библиотеки,"Библиотека города Белграда - Отделение Библиотека ""Йован Дучич""",图书馆,贝尔格莱德城市图书馆-“约万·杜契奇”分馆,,44.57721,20.41735,"44.57721, 20.41735","011",POINT(453741.7940418425 4936150.621171545)
"20324","Библиотека града Београда - Одељење Библиотека ""Миодраг Булатовић""","Public Library ""Miodrag Bulatović"" Beograd",Библиотеке,,Богдана Жерајића 24а,БЕОГРАД - Раковица,БЕОГРАД - Раковица,ГРАД БЕОГРАД,Београдски регион,"11",3581 246,,biblioteka.rakovica@gmail.com,www.bgb.rs,Владан Николић,,Library,библиотеки,"Библиотека города Белграда - Отделение Библиотека ""Миодраг Булатович""",图书馆,贝尔格莱德城市图书馆-“米尔德拉格·布拉托维奇”分馆,,44.74665,20.45091,"44.74665, 20.45091","011",POINT(456533.010579182 4954953.680196935)
"20352","Библиотека града Београда - Одељење Библиотека ""Петар Кочић""","Public Library ""Petar Kočić"" Beograd",Библиотеке,,Вишка 3,БЕОГРАД - Врачар,БЕОГРАД - Врачар,ГРАД БЕОГРАД,Београдски регион,"11","2430 250 ; 3231 404 (директор)",,biblioteka.vracar@gmail.com,www.bgb.rs,Марина Неђић,,Library,библиотеки,"Библиотека города Белграда - Отделение Библиотека ""Петар Кочич""",图书馆,贝尔格莱德城市图书馆-“彼得·科契奇”分馆,,44.801036,20.47501,"44.801036, 20.47501","011",POINT(458479.80087498575 4960982.448759337)
"20340","Библиотека града Београда - Одељење Библиотека ""Свети Сава""","Public Library ""Sveti Sava"" Zemun",Библиотеке,,Петра Зрињског 8,БЕОГРАД - Земун,БЕОГРАД - Земун,ГРАД БЕОГРАД,Београдски регион,"11","2618 146; 2106 784 (директор)",,biblioteka.zemun@gmail.com,www.bgb.rs,Наташа Тркуља,,Library,библиотеки,"Библиотека города Белграда - Отделение Библиотека ""Святой Савва""",图书馆,贝尔格莱德城市图书馆-“圣萨瓦”分馆,,44.843958,20.414636,"44.843958, 20.414636","011",POINT(453739.3035454436 4965782.994676835)
"20342",Библиотека града Београда - Одељење Библиотека “Доситеј Обрадовић”,"Library ""Dositej Obradović"" Beograd",Библиотеке,,Устаничка 125ц,БЕОГРАД - Вождовац,БЕОГРАД - Вождовац,ГРАД БЕОГРАД,Београдски регион,"11",2891 460,,biblioteka.vozdovac@gmail.com,www.bgb.rs,Александра Вићентијевић,/,Library,библиотеки,Библиотека города Белграда - Отделение Библиотека “Досифей Обрадович”,图书馆,贝尔格莱德城市图书馆-“多西泰伊·奥布拉多维奇”分馆,,44.784559,20.493489,"44.784559, 20.493489","011",POINT(459929.86074716446 4959142.858797407)
"20345","Библиотека града Београда-Одељење Библиотека ""Деспот Стефан Лазаревић"", Младеновац","Library ""Despot Stefan Lazarević"" Mladenovac",Библиотеке,,Краља Петра I 175,БЕОГРАД - Младеновац,БЕОГРАД - Младеновац,ГРАД БЕОГРАД,Београдски регион,"11","8230 200; 8237 728",,biblioteka.mladenovac@gmail.com,www.bgb.rs,Весна Сарић,,Library,библиотеки,"Библиотека города Белграда - Отделение Библиотека ""Деспот Стефан Лазаревич"", Младеновац",图书馆,贝尔格莱德城市图书馆姆拉丹诺瓦茨“斯特凡·拉扎列维奇国王”分馆,,44.44115,20.6928,"44.44115, 20.6928","011",POINT(475553.7357396655 4920918.186075368)
"20322","Библиотека града Београда-Одељење Библиотека ""Милован Видаковић"", Сопот","Public Library ""Milovan Vidaković"" Sopot",Библиотеке,,Космајски трг 7,БЕОГРАД - Сопот,БЕОГРАД - Сопот,ГРАД БЕОГРАД,Београдски регион,"11",8251 318,,biblioteka.sopot@gmail.com,www.bgb.rs,Весна Сарић,,Library,библиотеки,"Библиотека города Белграда - Отделение Библиотека ""Милован Видакович"", Сопот",图书馆,贝尔格莱德城市图书馆索珀特”米洛万·维达科维奇“分馆,,44.5192,20.57701,"44.5192, 20.57701","011",POINT(466384.27857821103 4929628.875123719)
"20231",Библиотека Дома културе Ражањ,Library - Cultural center Ražanj,Библиотеке,,Партизанска 82,Ражањ,Ражањ,НИШАВСКИ ОКРУГ,Регион Јужне и Источне Србије,"37",841 209,,domkulturerazanj@gmail.com,,Витомир Добросављевић,Надица Митровић,Library,библиотеки,Библиотека Дома культуры Ражань,图书馆,拉扎尼文化之家图书馆,,43.68918,21.56,"43.68918, 21.56000","037",POINT(545131.257404576 4837504.039169857)
