id,naziv_ustanove,naziv_ustanove_eng,tip_ustanove,maticna_ustanova,ulica_broj,mesto,opstina,okrug,region,poz_broj,tel,mobil_tel,e_mail,website,direktor,kontakt_lice,tip_ustanove_eng,tip_ustanove_rus,ime_ustanova_rus,tip_ustanova_kina,ime_ustanova_kina,delete,latitude,longitude,coordinate,pozivni_broj,geometry
"20641",Аматерско позориште „Madach” Зрењанин,"Amateur Theatre ""Madac"" Zrenjanin",Позоришта,,Трг слободе 7,Зрењанин,Зрењанин,СРЕДЊЕ-БАНАТСКИ ОКРУГ,Регион Војводине,"23",561 626,063 1544 679,madach@zrlocal.net,https://sr-rs.facebook.com/madach.amatorszinhaz/,Роберт Деак - председник Управног одбора,Lajoš Jenovai,theater,театры,Любительский театр „Мадач” Зренянин,剧院,兹雷尼亚宁“马达克”业余剧院,,45.3806249,20.3881413,"45.3806249, 20.3881413","023",POINT(452096.53732241667 5025416.481388056)
"20522",Аматерско позориште Пријепоље,Amateur Theatre Prijepolje,Позоришта,Дом културе Пријепоље,Санџачких бригада 2,Пријепоље,Пријепоље,ЗЛАТИБОРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"33",711 566/ 710 125,/,domkulture@open.telekom.rs,/,Милан Рвовић,"Адмира Мостарац; Василије Мићовић",theater,театры,Любительский театр Приеполе,剧院,普利耶珀列业余剧院,,43.3911904,19.6460002,"43.3911904, 19.6460002","033",POINT(390339.8302032145 4805147.536928691)
"22452","Аматерско позориште „Александар Јоковић”, Библиотека Љубовија",Amatheur theater *Aleksandar Jokovic*,Позоришта,Библиотека „Милован Глишић” Љубовија,Трг Војводе Мишића бб,Љубовија,Љубовија,МАЧВАНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"15",561 842,062 887 1200,marijanapetakovic@gmail.com,https://sr-rs.facebook.com/udruzenjeazbukovcana.ljubovija/photos/pb.574230199371313.-2207520000.1475393056./846316772162653/?type=3,Маријана Петаковић,Маријана Петаковић,theater,театры,"Любительский театр „Александар Йокович”, Библиотека Любовия",剧院,柳博维亚图书馆“阿莱克桑达尔·约克维奇”业余剧院,,44.2688854,19.8820245,"44.2688854, 19.8820245","015",POINT(410772.94217909523 4902345.7372591365)
"20932",Аматерско позориште „Бата Булић” Петровац на Млави,Amatersko pozorište „Bata Bulić” Petrovac na Mlavi,Позоришта,Културно-просветни центар Петровац на Млави,Петра Добрњца 179,Петровац на Млави,Петровац на Млави,БРАНИЧЕВСКИ ОКРУГ,Регион Јужне и Источне Србије,"12",331 065,064 8679 960,kpcpetrovac@gmail.com,http://www.wikiwand.com/sr/%D0%9F%D0%BE%D0%B7%D0%BE%D1%80%D0%B8%D1%88%D1%82%D0%B5_%D0%91%D0%B0%D1%82%D0%B0_%D0%91%D1%83%D0%BB%D0%B8%D1%9B,Миодраг Лукић,Перица Благојевић,theater,театры,Любительский театр „Бата Булич” Петровац-на-Млаве,剧院,姆拉维彼得罗瓦茨“巴塔·布里奇”业余剧院,,44.3775074,21.4191395,"44.3775074, 21.4191395","012",POINT(533390.3419166489 4913888.564299355)
"22785",Аматерско позориште „Бранислав Нушић”,Amateur theater ''Branislav Nusic'',Позоришта,КУД Турија,Светог Саве 39,Србобран,Србобран,ЈУЖНО-БАЧКИ ОКРУГ,Регион Војводине,"21","2238001, 2237555","0652238001, 0607222121",tatika.srdanov5@gmail.com,https://sr-rs.facebook.com/Amatersko-pozori%C5%A1te-Branislav-Nu%C5%A1i%C4%87-Turija-143680212345957/,Светозар Срданов,Светозар Срданов,theater,театры,Любительский театр „Бранислав Нушич”,剧院,“布拉尼斯拉夫·努西奇”业余剧院,,45.5490857,19.7871019,"45.5490857, 19.7871019","021",POINT(405322.6499047645 5044665.220540448)
"20526",Аматерско позориште „Бранислав Нушић” Мало Црниће,"Amateur Theatre ""Branislav Nušić"" Malo Crniće",Позоришта,Центар за културу Мало Црниће,Маршала Тита бб,Мало Црниће,Мало Црниће,БРАНИЧЕВСКИ ОКРУГ,Регион Јужне и Источне Србије,"12",280 150,/,fedras.malocrnice@gmail.com,https://m.facebook.com/groups/oapbranislavnusic/717231475028893/,Љиљана Милановић,Љиљана Милановић,theater,театры,Любительский театр „Бранислав Нушич” Мало-Црниче,剧院,小策尔尼切“布拉尼斯拉夫·努西奇”业余剧院,,44.554687,21.287727,"44.554687, 21.287727","012",POINT(522852.2591943954 4933523.964220482)
"22779",Аматерско позориште „Велимир Сандић-Вељко”,"Amateur theater ""Velimir Sandic-Veljko""",Позоришта,Дом културе Сивац,Маршала Тита 195,Кула,Кула,ЗАПАДНО-БАЧКИ ОКРУГ,Регион Војводине,"25",711 055,061 1460 656,domkulture.sivac@gmail.com,www.domkulture-sivac.net,Горан Јањуш,Горан Јањуш,theater,театры,Любительский театр „Велимир Сандич-Велько”,剧院,“韦利米尔·桑迪奇-韦利科”业余剧院,,45.6178669,19.519477,"45.6178669, 19.519477","025",POINT(384573.3187739261 5052657.255543632)
"20615",Аматерско позориште „Владимир Курбан Владимиров” Бачки Петровац,"Amateur Theatre ""Vladimir Kurban Vladimirov"" Bački",Позоришта,,Коларова 4,Бачки Петровац,Бачки Петровац,ЈУЖНО-БАЧКИ ОКРУГ,Регион Војводине,"21",780 034,063 8856 040,vhvpetrovec@gmail.com,,Чернак Јан,Чернак Јан,theater,театры,Любительский театр „Владимир Курбан Владимиров” Бачки-Петровац,剧院,巴池彼得罗瓦茨“弗拉迪米尔·库尔班·弗拉迪米洛夫”业余剧院,,45.3608223,19.5880796,"45.3608223, 19.5880796","021",POINT(389419.85789477476 5024004.031071497)
"22379",Аматерско позориште „Владимир хурбан Владимиров” Ковачица,"Amateur Theatre ""Vladimir Hurban Vladimirov"" Kovač",Позоришта,Дом културе „3. октобар” Ковачица,Маршала Тита 46,Ковачица,Ковачица,ЈУЖНО-БАНАТСКИ ОКРУГ,Регион Војводине,"13",661 112,062 3564 764,dkulture@gmail.com,,Јан Марко,Павел Јонаш,theater,театры,Любительский театр „Владимир Хурбан Владимиров” Ковачица,剧院,科瓦奇查“弗拉迪米尔·库尔班·弗拉迪米洛夫业余剧院,,45.1117292,20.6171791,"45.1117292, 20.6171791","013",POINT(469886.5548867272 4995433.4950287)
"22407",Аматерско позориште „Драмски студио Културног центра” Брус,"Amateur Theatre ""Drama Studio of Cultural Center""",Позоришта,Културни центар Брус,Братиславе Петровић 15,Брус,Брус,РАСИНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"37",825 254,063 883 6397,centarzakulturu2013@gmail.com,,Алексић Смиљана,Алексић Смиљана,theater,театры,Любительский театр „Драматическая студия Культурного центра” Брус,剧院,布鲁斯“文化中心喜剧工作室”业余剧院,,43.3833333,21.0303966,"43.3833333, 21.0303966","037",POINT(502462.1192082188 4803385.187020475)
"22359",Аматерско позориште „Жанка Стокић” Велико Градиште,Amateur Theatre Veliko Gradište,Позоришта,"ЈУ Културни центар ""Властимир Павловић Царевац"" Велико Градиште",Кнеза Лазара 28,Велико Градиште,Велико Градиште,БРАНИЧЕВСКИ ОКРУГ,Регион Јужне и Источне Србије,"12",661 179,,kulturnicentarvg@gmail.com,http://kcvg.org/amatersko-pozoriste-zanka-stokic/,Браниславка Величковић,Наташа Живановић,theater,театры,Любительский театр „Жанка Стокич” Велико-Градиште,剧院,大格拉迪什泰“让卡·斯特基奇”业余剧院,,44.7662698,21.5163189,"44.7662698, 21.5163189","012",POINT(540858.938580831 4957116.118783222)
"22414",Аматерско позориште „Јанко Веселиновић” Богатић,"Amateur Theatre ""Janko Veselinovic""",Позоришта,Културно-образовни центар Богатић,Ђуре Јакшића бб,Богатић,Богатић,МАЧВАНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"15",411 148,064.250.6366,/,https://sr-rs.facebook.com/pozoriste.jankoveselinovicbogatic,Драгица Тешић,Драгица Тешић,theater,театры,Любительский театр „Янко Веселинович” Богатич,剧院,波加蒂奇“杨科·维塞利诺维奇”业余剧院,,44.852402,19.471049,"44.852402, 19.471049","015",POINT(379186.1937433543 4967691.378438241)
"20640",Аматерско позориште „Јанко Чеман” Пивнице,"Amateur Theatre ""Jan Čeman"" Pivnice",Позоришта,,Војвођанска 25,Бачка Паланка,Бачка Паланка,ЈУЖНО-БАЧКИ ОКРУГ,Регион Војводине,"21",756- 550,064 3037 802,јceman@eunet.rs,www.dida.co.rs,Мирко Гедра,Олга Ћосић,theater,театры,Любительский театр „Янко Чеман” Пивнице,剧院,皮夫尼策“杨科·切满”业余剧院,,45.4668987,19.457077,"45.4668987, 19.457077","021",POINT(379385.9647023218 5035976.866668367)
"20857",Аматерско позориште „Јовица Јелић” Банатско Карађорђево,"Amateur theatre ""Jovica Jelic""",Позоришта,, ,Житиште,Житиште,СРЕДЊЕ-БАНАТСКИ ОКРУГ,Регион Војводине,"23",835 110,,,https://sr-rs.facebook.com/apjovicajelic/,,Милан Мартиновић,theater,театры,Любительский театр „Йовица Елич” Банатско-Караджорджево,剧院,巴纳特卡拉焦尔杰沃“约维察·耶利奇“业余剧院,,45.5878418,20.5612269,"45.5878418, 20.5612269","023",POINT(465773.412866403 5048349.164443581)
"22808",Аматерско позориште „Мали аматерски театар” Обреновац,Amatersko pozorište „Mali amaterski teatar” Obrenovac,Позоришта,, ,БЕОГРАД - Обреновац,БЕОГРАД - Обреновац,ГРАД БЕОГРАД,Београдски регион,"11",,,,,,,theater,театры,Любительский театр „Малый любительский театр” Обреновац,剧院,奥布雷诺瓦茨小业余剧院,,44.661467,20.193291,"44.661467, 20.193291","011",POINT(436045.67419430835 4945661.278761954)
"22381",Аматерско позориште „Мара” Бачка Топола,"Amateur Theatre ""Mara"" Bačka Topola",Позоришта,,Главна 12,Бачка Топола,Бачка Топола,СЕВЕРНО-БАЧКИ ОКРУГ,Регион Војводине,"24","713 515; 712 252",063 110 9024,s_karesz@yahoo.com,/,Карољ Шефрезе,Карољ Шефрезе,theater,театры,Любительский театр „Мара” Бачка-Топола,剧院,巴池托珀拉“玛拉“业余剧院,,45.814754,19.632118,"45.814754, 19.632118","024",POINT(393729.09407243365 5074375.482348492)
"22353",Аматерско позориште „Миливоје Живановић” Пожаревац,"Amateur Theatre ""Milivoje Živanović"" Požarevac",Позоришта,Центар за културу Пожаревац,Јована Шербановића 1,Пожаревац,Пожаревац,БРАНИЧЕВСКИ ОКРУГ,Регион Јужне и Источне Србије,"12","522 481; 526 745",,centarpozarevac@gmail.com,https://sr-rs.facebook.com/PozoristeMilivojeZivanovic/,Драги Ивић,Драги Ивић,theater,театры,Любительский театр „Миливое Живанович” Пожаревац,剧院,波扎莱瓦茨“米利沃耶·日万诺维奇”业余剧院,,44.6187678,21.1865115,"44.6187678, 21.1865115","012",POINT(514797.11272964 4940618.670860908)
"22444",Аматерско позориште „Радоје Домановић” Рача,"Amateur Theatre ""Radoje Domanovic"" Raca",Позоришта,Културни центар „Радоје Домановић” Рача,Карађорђева 60,Рача,Рача,ШУМАДИЈСКИ ОКРУГ,Регион Шумадије и Западне Србије,"34",751 275,"069 8084 193; 069 8084 191",kcraca@gmail.com,http://tor.rs/sr/racansko-amatersko-pozoriste/,Сашка Милојевић,Сашка Милојевић,theater,театры,Любительский театр „Радое Доманович” Рача,剧院,拉查“拉多耶·多玛诺维奇”业余剧院,,44.2268887,20.9782648,"44.2268887, 20.9782648","034",POINT(498264.05409202306 4897073.600939908)
"21081",Градско позориште „Театар 91” Алексинац,Gradsko pozorište „Teatar 91” Aleksinac,Позоришта,,Душана Тривунца 15,Алексинац,Алексинац,НИШАВСКИ ОКРУГ,Регион Јужне и Источне Србије,"18",801 722,064 8966 201,teatar91@gmail.com,www.gradskopozoriste.com,Милена Рашић,Милена Рашић,theater,театры,Городской театр „Театр 91” Алексинац,剧院,阿莱克西纳茨“91号剧场”城市剧院,,43.5405299,21.7081837,"43.5405299, 21.7081837","018",POINT(557214.4009024915 4821086.150825846)
"22406",Аматерско позориште „Ресава” Деспотовац,"Amateur Thetrea ""Resava"" Despotovac",Позоришта,"Центар за културу „Свети Стефан, деспот српски” Деспотовац",Деспота Стефана Лазаревића 2,Деспотовац,Деспотовац,ПОМОРАВСКИ ОКРУГ,Регион Шумадије и Западне Србије,"35",611 047,065 6110 474,sv.stefandespotovac@gmail.com,www.despotovac.rs,Влатка Миленковић,Мирољуб Ивановић,theater,театры,Любительский театр „Ресава” Деспотовац,剧院,德斯波托瓦茨“莱萨夫斯卡”业余剧院,,44.0942413,21.4410952,"44.0942413, 21.4410952","035",POINT(535308.4017978306 4882434.67506712)
"22399",Аматерско позориште „Стеван Сремац” Црвенка,"Amateur Theatre ""Stevan Sremac"" Crvenka",Позоришта,Дом културе Црвенка,Маршала Тита 108,Кула,Кула,ЗАПАДНО-БАЧКИ ОКРУГ,Регион Војводине,"25",731 713,/,pozoristestevansremac@yahoo.com,https://sr-rs.facebook.com/PozoristeStevanSremacCrvenka/,Весна Зоран,Весна Зоран,theater,театры,Любительский театр „Стеван Сремац” Црвенка,剧院,策尔文卡“斯太凡·斯雷玛茨”业余剧院,,45.6584742,19.456215,"45.6584742, 19.456215","025",POINT(379728.1451520409 5057261.735766228)
"20924",Аматерско позориште „Тодор Крецу-Тоша“ Уздин,Amateur Theatre „Todor Krecu-Toša“ Uzdin,Позоришта,Dom kulture Doina Uzdin,Тудор Владимиреску 168,Ковачица,Ковачица,ЈУЖНО-БАНАТСКИ ОКРУГ,Регион Војводине,"13",673 102,,ccdoinauzdin@yahoo.com,,Рамјанц Мариус,Рамјанц Мариус,theater,театры,Любительский театр „Тодор Крецу-Тоша“ Уздин,剧院,乌兹丁“托多尔·克莱促-托沙”业余剧院,,45.2066615,20.6199033,"45.2066615, 20.6199033","013",POINT(470150.45438999915 5005978.553781782)
"22374","Аматерско позориште „Хранислав Драгутиновић”, Прокупље",Amateur Theatre Prokuplje,Позоришта,Дом културе „Радивој Увалић Бата” Прокупље,Косте Војиновића 1,Прокупље,Прокупље,ТОПЛИЧКИ ОКРУГ,Регион Јужне и Источне Србије,"27",321 002,321 002,www.domkulturepk.com,http://www.domkulturepk.com/index.php?option=com_content&view=article&id=1&Itemid=102,Тијана Петровић,Тијана Петровић,theater,театры,"Любительский театр „Хранислав Драгутинович”, Прокупле",剧院,普罗库普列“赫拉尼斯拉夫·德拉古提诺维奇”业余剧院,,43.2313898,21.5809349,"43.2313898, 21.5809349","027",POINT(547173.0271093372 4786674.568440474)
"22398",Аматерско позориште Ада,Amateur theatre Ada,Позоришта,Библиотека „Сарваш Габор” Ада,Трг ослобођења 3а,Ада,Ада,СЕВЕРНО-БАНАТСКИ ОКРУГ,Регион Војводине,"38",851 115/ 851 600,/,/,/,Валерија Барна Коложи,Тамара Нађбали,theater,театры,Любительский театр Ада,剧院,阿达业余剧院,,45.7963369,20.1305258,"45.7963369, 20.1305258","038",POINT(432428.0839601561 5071787.087099607)
"22440",Аматерско позориште Бабушница,Amateur theater Babusnica,Позоришта,Дом културе Бабушница,Саше Ивковића 1,Бабушница,Бабушница,ПИРОТСКИ ОКРУГ,Регион Јужне и Источне Србије,"10",385 154,,domkulturebabusnica@yahoo.com,,Валентина Николић Радивојев,Валентина Николић Радивојев,theater,театры,Любительский театр Бабушница,剧院,巴布什尼查业余剧院,,43.0660759,22.4123321,"43.0660759, 22.4123321","010",POINT(614994.2371733002 4769120.344556289)
"20542",Аматерско позориште Варварин,Amateur Theatre Varvarin,Позоришта,Општинска библиотека Варварин,Трг Мирка Томића бб,Варварин,Варварин,РАСИНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"37",785 262,,bibliotekavarvarin@gmail.com,,Надица Васић,Славољуб Милошевић,theater,театры,Любительский театр Варварин,剧院,瓦尔瓦林业余剧院,,43.7246878,21.3634963,"43.7246878, 21.3634963","037",POINT(529277.4230167697 4841359.4530513)
"22380",Аматерско позориште Дебељача,Amateur Theatre Debeljača,Позоришта,Дом културе „Јожеф Атила” Дебељача,Трг Маршала Тита 18,Ковачица,Ковачица,ЈУЖНО-БАНАТСКИ ОКРУГ,Регион Војводине,"13",665 264,062 758 920,dk.debeljaca@yahoo.de,,Хорти Ласло,Хорти Ласло,theater,театры,Любительский театр Дебеляча,剧院,德贝利亚查业余剧院,,44.9872584,20.522205,"44.9872584, 20.522205","013",POINT(462334.09921711637 4981645.999115923)
"22394",Аматерско позориште Ковин,Amateur Theatre Kovin,Позоришта,,Цара Лазара 87,Ковин,Ковин,ЈУЖНО-БАНАТСКИ ОКРУГ,Регион Војводине,"13",/,064 4025 556,jadrankab.7@gmail.com,https://www.facebook.com/AmaterskoPozoristeKovin/,Јадранка Булатовић,Јадранка Булатовић,theater,театры,Любительский театр Ковин,剧院,科文业余剧院,,44.7455338,20.9782943,"44.7455338, 20.9782943","013",POINT(498281.70347885747 4954683.2923985915)
"22395",Аматерско позориште Кула,Amateur Theatre Kula,Позоришта,Културни центар Кула,Јосипа Крамера 3,Кула,Кула,ЗАПАДНО-БАЧКИ ОКРУГ,Регион Војводине,"25",722 477,/,kulturnicentarkula@yahoo.com,/,Каменко Бертић,Светлана Милетић,theater,театры,Любительский театр Кула,剧院,库拉业余剧院,,45.608962,19.5311756,"45.608962, 19.5311756","025",POINT(385467.2492943214 5051651.153078445)
"22784",Аматерско позориште младих Владимир Поповић,"Amateur Youth Theatre ""Vladimir Popovic""",Позоришта,Културни центар Врбас,Маршала Тита 87,Врбас,Врбас,ЈУЖНО-БАЧКИ ОКРУГ,Регион Војводине,"21","706 054; 701 711",,dkvrbas@eunet.rs,https://www.facebook.com/vrbas.net/posts/1153731734658978,Радомир Пејовић,Радомир Пејовић,theater,театры,Любительский молодежный театр Владимир Попович ,剧院,小弗拉迪米尔·波波维奇业余剧院,,45.572614,19.639929,"45.572614, 19.639929","021",POINT(393878.8594921793 5047463.327608867)
"22767",Аматерско позориште Николинци,Amateur Theatre Nikolinci,Позоришта,,Glavna 41,Алибунар,Алибунар,ЈУЖНО-БАНАТСКИ ОКРУГ,Регион Војводине,"13",063 323 263,063 633263,vikijonel@gmail.com,vikijonel@gmail.com,,Jonel Turkoanje,theater,театры,Любительский театр Николинци,剧院,尼克林茨业余剧院,,45.079194,20.96788,"45.079194, 20.96788","013",POINT(497471.94245758397 4991748.412834352)
"22383",Аматерско позориште Нова Варош,Amateur Theatre Nova Varoš,Позоришта,Дом културе „Јован Томић” Нова Варош,Трг војводе Петра Бојовића 5,Нова Варош,Нова Варош,ЗЛАТИБОРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"33",61 130,,domkulturenv@gmail.com,https://sr-rs.facebook.com/amaterskopozoriste.novavaros/,Михрија Хаџић,Фарук Ибишбеговић,theater,театры,Любительский театр Нова-Варош,剧院,新瓦罗什业余剧院,,43.4605465,19.8130267,"43.4605465, 19.8130267","033",POINT(403977.09951082984 4812643.982008875)
"22397",Аматерско позориште Нови Бечеј,Amateur Theatre Novi Bečej,Позоришта,,Трг ослобођења бб.,Нови Бечеј,Нови Бечеј,СРЕДЊЕ-БАНАТСКИ ОКРУГ,Регион Војводине,"23",771 330,061 1505 695,nbpozoriste@gmail.com,https://sr-rs.facebook.com/amaterskopozoriste.novibecej.7/,,Саша Миленковић,theater,театры,Любительский театр Нови-Бечей,剧院,贝切伊业余剧院,,45.594742,20.131773,"45.594742, 20.131773","023",POINT(432282.1076215714 5049388.714623843)
"22355",Аматерско позориште Прибој,Amateur Theatre Priboj,Позоришта,Дом културе „Пиво Караматијевић” Прибој,12. јануара 86,Прибој,Прибој,ЗЛАТИБОРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"33","2454 802; 2445 395",,dkulturepb@gmail.com,,Борка Пузовић,"Ибрахим Ћата Хасанагић, Дом културе „Пиво Караматијевић“ Прибој",theater,театры,Любительский театр Прибой,剧院,普利波尔业余剧院,,43.5826738,19.5250099,"43.5826738, 19.5250099","033",POINT(380917.5715999028 4826579.868440793)
"22396",Аматерско позориште Футог,Amateur Theatre Futog,Позоришта,Културно-информативни центар „Младост” Футог,Цара Лазара 42,Нови Сад,Нови Сад,ЈУЖНО-БАЧКИ ОКРУГ,Регион Војводине,"21","895 350; 895 588",,kicfutog@gmail.com,https://sr-rs.facebook.com/kicmladost.futog/,Александра Рајак,Александра Добрин,theater,театры,Любительский театр Футог,剧院,弗托格业余剧院,,45.2374507,19.7038827,"45.2374507, 19.7038827","021",POINT(398269.00514648383 5010145.784360817)
"21063",Атеље 212 Београд,"Theatre ""Atelje 212""",Позоришта,,Светогорска 21,БЕОГРАД - Стари град,БЕОГРАД - Стари град,ГРАД БЕОГРАД,Београдски регион,"11","3239 855 - директор, 3235 067 - маркетинг",,office@atelje212.rs,www.atelje212.rs,Бранимир Брстина,Јелена Твртковић,theater,театры,Ателье 212 Белград,剧院,贝尔格莱德212工作室,,44.8140707,20.4680698,"44.8140707, 20.4680698","011",POINT(457940.3906195612 4962433.957653681)
