id,naziv_ustanove,naziv_ustanove_eng,tip_ustanove,maticna_ustanova,ulica_broj,mesto,opstina,okrug,region,poz_broj,tel,mobil_tel,e_mail,website,direktor,kontakt_lice,tip_ustanove_eng,tip_ustanove_rus,ime_ustanova_rus,tip_ustanova_kina,ime_ustanova_kina,delete,latitude,longitude,coordinate,pozivni_broj,geometry
"20181",Историјски архив Јагодина,Historical Archive of Jagodina,Архиви,,Милана Мијалковића 14,Јагодина,Јагодина,ПОМОРАВСКИ ОКРУГ,Регион Шумадије и Западне Србије,"35","223 506; 242 059",,info@arhivja.org.rs,http://www.arhivja.org.rs/,в. д. Миодраг Марковић,в. д. Миодраг Марковић,Archive,архивы,Исторический архив Ягодина,档案馆,雅戈蒂那历史档案馆,,43.97734,21.25514,"43.97734, 21.25514","035",POINT(520463.4088091534 4869387.6867433)
"20169",Историјски архив Кикинда,Historical Archive of Kikinda,Архиви,,Трг српских добровољаца 21,Кикинда,Кикинда,СЕВЕРНО-БАНАТСКИ ОКРУГ,Регион Војводине,"230",22 187,,arhivkikinda@gmail.com,http://www.arhivkikinda.org.rs/,Милан Срдић,Милан Срдић,Archive,архивы,Исторический архив Кикинда,档案馆,基金达历史档案馆,,45.83038,20.46493,"45.83038, 20.46493","0230",POINT(458441.88962568203 5075341.018026963)
"20196",Историјски архив Косовска Митровица,Historical Archive of Kosovska Mitrovica,Архиви,,Владе Ћетковића 15,Звечан,Звечан,КОСОВСКО-МИТРОВАЧКИ ОКРУГ,Регион Косовo и Метохијa,"28",533 896,064/254-0720,ljubisapantovic@yahoo.com,,Љубиша Пантовић,Љубиша Пантовић,Archive,архивы,Исторический архив Косовска-Митровица,档案馆,科索沃米特洛维察历史档案馆,,42.896303,20.8624983,"42.896303, 20.8624983","028",POINT(488773.6335806767 4749308.694569089)
"20176",Историјски архив Краљево,Historical Archive of Kraljevo,Архиви,,Трг Светог Саве 1,Краљево,Краљево,РАШКИ ОКРУГ,Регион Шумадије и Западне Србије,"36","317-560, 322-095 -депо, 317-561 -директор",,"arhiv@arhivkraljevo.org.rs, milovanovic.draga@gmail.com",www.arhivkraljevo.org.rs,Весна Милојевић,Весна Милојевић,Archive,архивы,Исторический архив Кралево,档案馆,克拉列沃历史档案馆,,43.7253357,20.6838727,"43.7253357, 20.6838727","036",POINT(474538.13907766406 4841415.77004147)
"20173",Историјски архив Крушевац,Historical Archive of Kruševac,Архиви,,Мајке Југовића 6,Крушевац,Крушевац,РАСИНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"37","420 595, 420 590, 448-260",,"arhivkrusevacv@yahoo.com, istor_arhiv_ks@ptt.rs)",https://sr-rs.facebook.com/Istorijski-Arhiv-Kru%C5%A1evac-894635073919802/,Ненад Соколовић,Ненад Соколовић,Archive,архивы,Исторический архив Крушевац,档案馆,克鲁舍瓦茨历史档案馆,,43.58175,21.32577,"43.58175, 21.32577","037",POINT(526301.1034187791 4825471.987770604)
"20187",Историјски архив Лесковац,Historical Archive of Leskovac,Архиви,,Др Раде Свилара 25,Лесковац,Лесковац,ЈАБЛАНИЧКИ ОКРУГ,Регион Јужне и Источне Србије,"16","216996",,arhivle@ptt.rs,http://www.istorijskiarhivleskovac.co.rs/,Mарија Лазаревић,Небојша Ивановић,Archive,архивы,Исторический архив Лесковац,档案馆,莱斯科瓦茨历史档案馆,,42.99369,21.93921,"42.99369, 21.93921","016",POINT(576561.5382963622 4760542.0119970385)
"20193",Историјски архив Неготин,Historical Archive of Negotin,Архиви,,Бранка Перића 13,Неготин,Неготин,БОРСКИ ОКРУГ,Регион Јужне и Источне Србије,"19",546-098,,arhivnegotin@mts.rs,http://www.arhivnegotin.org.rs/,Љубиша Ђорђевић,Ненад Војиновић,Archive,архивы,Исторический архив Неготин,档案馆,内戈廷历史档案馆,,44.22346,22.52947,"44.22346, 22.52947","019",POINT(622163.144402784 4897829.902278255)
"20178",Историјски архив Ниш,Historical Archive of Niš,Архиви,,Тврђава бб,Ниш,Ниш,НИШАВСКИ ОКРУГ,Регион Јужне и Источне Србије,"18",515 608,,"arhivnis@open.telekom.rs, arhivmarina@gmail.com",www.arhivnis.co.rs,Иванка Станчевски,Иванка Станчевски,Archive,архивы,Исторический архив Ниш,档案馆,尼什历史档案馆,,43.3266025,21.8940982,"43.3266025, 21.8940982","018",POINT(572489.4675546554 4797472.591761905)
"20186",Историјски архив Нови Сад,Historical Archive of Novi Sad,Архиви,,Филипа Вишњића 2а,Нови Сад,Нови Сад,ЈУЖНО-БАЧКИ ОКРУГ,Регион Војводине,"21","6432-214, 6431-752, 6431-557, 6433505",,arhivns@neobee.net,www.arhivns.rs,Петар Ђурђев,Петар Ђурђев,Archive,архивы,Исторический архив Нови-Сад,档案馆,诺维萨德历史档案馆,,45.26244,19.85193,"45.26244, 19.85193","021",POINT(409928.5940040573 5012745.8879090175)
"20170",Историјски архив Панчево,Historical Archive of Pančevo,Архиви,,Немањина 6,Панчево,Панчево,ЈУЖНО-БАНАТСКИ ОКРУГ,Регион Војводине,"13","331 240, 317 344, 318 421",,"arhivp@panet.rs, arhivsek@panet.rs",www.arhivpancevo.org.rs,Вучур Смљка и Душан Миловановић,Љиљана Покрајац,Archive,архивы,Исторический архив Панчево,档案馆,潘切沃历史档案馆,,44.87265,20.64829,"44.87265, 20.64829","013",POINT(472218.53406337695 4968863.74778993)
"20192",Историјски архив Пирот,Historical Archive of Pirot,Архиви,,Српских владара 130,Пирот,Пирот,ПИРОТСКИ ОКРУГ,Регион Јужне и Источне Србије,"10","320-952, 310-592",,iapirot@medianis.net,http://arhivpirot.rs/,Ивана Костадиновић,Ивана Костадиновић,Archive,архивы,Исторический архив Пирот,档案馆,皮洛特历史档案馆,,43.15184,22.58855,"43.15184, 22.58855","010",POINT(629161.9008239501 4778901.365022636)
"20189",Историјски архив Пожаревац,Historical Archive of Požarevac,Архиви,,Др Воје Дулића 10,Пожаревац,Пожаревац,БРАНИЧЕВСКИ ОКРУГ,Регион Јужне и Источне Србије,"12",223  082,,info@arhivpozarevac.org.rs,www.arhivpozarevac.org.rs,Јасмина Николић,Јасмина Николић,Archive,архивы,Исторический архив Пожаревац,档案馆,波扎莱瓦茨历史档案馆,,44.62186,21.18676,"44.62186, 21.18676","012",POINT(514816.0413565399 4940962.197288372)
"20191",Историјски архив Призрен,Regional Archive Prizren,Архиви,,Иве Лоле Рибара бб,Ниш,Ниш,НИШАВСКИ ОКРУГ,Регион Јужне и Источне Србије,"18",515-608,064/338-77-36,vidosavljevic@live.com,,Мирослав Видосављевић,Мирослав Видосављевић,Archive,архивы,Исторический архив Призрен,档案馆,普里兹伦历史档案馆,,43.308814,21.819502,"43.308814, 21.819502","018",POINT(566460.9025744252 4795435.025469085)
"20194",Историјски архив Смедерево,Historical Archive of Smederevo,Архиви,,Краља Петра I 2,Смедерево,Смедерево,ПОДУНАВСКИ ОКРУГ,Регион Јужне и Источне Србије,"26",462 9279,,kontakt@arhiv.org.rs,,Данијела Милошевић,Данијела Милошевић,Archive,архивы,Исторический архив Смедерево,档案馆,斯梅代雷沃历史档案馆,,44.66583,20.92571,"44.66583, 20.92571","026",POINT(494110.8771352113 4945832.123476469)
"20163",Историјски архив Сомбор,Historical Archive of Sombor,Архиви,,Трг Цара Лазара 5,Сомбор,Сомбор,ЗАПАДНО-БАЧКИ ОКРУГ,Регион Војводине,"25","412 287; 416 292",,info@arhivsombor.org.rs,www.arhivsombor.org.rs,Борислава Ристивојевић,Борислава Ристивојевић,Archive,архивы,Исторический архив Сомбор,档案馆,松博尔历史档案馆,,45.77309,19.11286,"45.77309, 19.11286","025",POINT(353278.8927921654 5070568.501094606)
"20166",Историјски архив Суботица,Historical Archive of Subotica,Архиви,,Трг слободе 1/III,Суботица,Суботица,СЕВЕРНО-БАЧКИ ОКРУГ,Регион Војводине,"24",524 033,,info@suarhiv.co.rs,www.suarhiv.co.rs,Стеван Мачковић,Стеван Мачковић,Archive,архивы,Исторический архив Суботица,档案馆,苏博蒂察历史档案馆,,46.09952,19.66469,"46.09952, 19.66469","024",POINT(396789.7310972982 5105971.610670149)
"20198",Историјски архив Трстеник,Historical Archive of Trstenik,Архиви,,Кнегиње Милице бб,Трстеник,Трстеник,РАСИНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"37",712 316,,,,Драгиша Милошевич,Горица Величковић Павловић,Archive,архивы,Исторический архив Трстеник,档案馆,特尔斯特尼克历史档案馆,,43.61968,20.99836,"43.61968, 20.99836","037",POINT(499867.67747496493 4829632.948653517)
"20171",Историјски архив Ужице,Historical Archive of Užice,Архиви,,Жичка 17,Ужице,Ужице,ЗЛАТИБОРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"31","031/513-484, 031/510-284, 510-684",,arhivue@ptt.rs,www.arhivue.org.rs,в. д. Марковић Жељко,в. д. Марковић Жељко,Archive,архивы,Исторический архив Ужице,档案馆,乌日策历史档案馆,,43.85747,19.84606,"43.85747, 19.84606","031",POINT(407262.43821040157 4856689.638036709)
"20184",Историјски архив Шумадије Крагујевац,Historical Archive of Kragujevac,Архиви,,Крагујевачког октобра 13,Крагујевац,Крагујевац,ШУМАДИЈСКИ ОКРУГ,Регион Шумадије и Западне Србије,"34","336 251, 336 252",,archivekg@gmail.com,http://www.istorijskiarhivsumadije.com/,Славица Јагличић,Славица Јагличић,Archive,архивы,Исторический архив Шумадии Крагуевац,档案馆,克拉古耶瓦茨舒马迪亚历史档案馆,,44.01986,20.89659,"44.01986, 20.89659","034",POINT(491711.96109058755 4874083.848502069)
"20161",Међуопштински историјски архив Ваљево,Regional Archive Valjevo,Архиви,,Поп Лукина 52,Ваљево,Ваљево,КОЛУБАРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"14","221-028, 014/228-187 – директор",,"arhivvaljevo@gmail.com, iava@verat.net",www.istorijskiarhiv.rs,в. д. Бојана Савчић,в. д. Бојана Савчић,Archive,архивы,Межмуниципальный исторический архив Валево,档案馆,瓦列沃城际历史档案馆,,44.2744,19.88188,"44.2744, 19.88188","014",POINT(410769.7546662869 4902958.421243768)
"20168",Међуопштински историјски архив за град Чачак и општине Горњи Милановац и Лучане,Regional Archive Čačak,Архиви,,Господар Јованова 2,Чачак,Чачак,МОРАВИЧКИ ОКРУГ,Регион Шумадије и Западне Србије,"32","342-860, 222-729",,arhivcacak@mts.rs,www.arhivcacak.org.rs,Лела Павловић,Лела Павловић,Archive,архивы,Межмуниципальный исторический архив города Чачак и муниципалитетов Горни-Милановац и Лучане,档案馆,查查克与上米拉诺瓦茨及卢查奈城际历史档案馆,,43.89306,20.34893,"43.89306, 20.34893","032",POINT(447707.3306298902 4860201.356698956)
"20188",Међуопштински историјски архив Шабац,Regional Archive Šabac,Архиви,,Војводе Мишића 18/а,Шабац,Шабац,МАЧВАНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"15",354 992,,arhivsabac@gmail.com,http://www.arhivsabac.org.rs/,в. д. Давор Станојевић,в. д. Давор Станојевић,Archive,архивы,Межмуниципальный исторический архив Шабац,档案馆,沙巴茨城际历史档案馆,,44.75348,19.69469,"44.75348, 19.69469","015",POINT(396681.31741484196 4956394.425248384)
