id,naziv_ustanove,naziv_ustanove_eng,tip_ustanove,maticna_ustanova,ulica_broj,mesto,opstina,okrug,region,poz_broj,tel,mobil_tel,e_mail,website,direktor,kontakt_lice,tip_ustanove_eng,tip_ustanove_rus,ime_ustanova_rus,tip_ustanova_kina,ime_ustanova_kina,delete,latitude,longitude,coordinate,pozivni_broj,geometry
"21708",Дом културе „Кочо Рацин” Јабука,"Cultural center ""Kočo Racin""",Поливалентни центри за културу,,Иве Лоле Рибара 2,Панчево,Панчево,ЈУЖНО-БАНАТСКИ ОКРУГ,Регион Војводине,"13",2624 067,,dkjabuka@madnet.rs,https://sr-rs.facebook.com/Dom-Kulture-Ko%C4%8Do-Racin-1206942835999349/,в.д. директора Ивана Величковски,Ивана Величковски,Cultural Center,многофункциональные культурные центры,Дом культуры  „Кочо Рацин” Ябука,多功能文化中心,亚布卡“科朝·拉钦“文化之家,,44.9460773,20.5924515,"44.9460773, 20.5924515","013",POINT(467848.8290287336 4977041.079992479)
"21846",Дом културе „Радомир Поповић” Косовска Каменица,"Cultural Center ""Radomir Popović"" Kosovska Kamenica",Поливалентни центри за културу,,Цара Лазара 95,Косовска Каменица,Косовска Каменица,КОСОВСКО-ПОМОРАВСКИ ОКРУГ,Регион Косовo и Метохијa,"280",71 928,,,,,,Cultural Center,многофункциональные культурные центры,Дом культуры  „Радомир Попович” Косовска-Каменица,多功能文化中心,科索沃卡梅尼查“拉多米尔·波波维奇”文化之家,,42.5813048,21.5774057,"42.5813048, 21.5774057","0280",POINT(547381.7487208227 4714482.660895681)
"21729",Дом културе „Милосав Буца Мирковић” Александровац,Cultural Center Aleksandrovac,Поливалентни центри за културу,,10. август бб,Александровац,Александровац,РАСИНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"37",3552 071,063 8033 751,domkulturealeksandrovac@yahoo.com,https://sr-rs.facebook.com/domkulturealeksandrovac/,Зоран Андрејић,Ђорђевић Снежана,Cultural Center,многофункциональные культурные центры,Дом культуры  „Милосав Буца Миркович” Александровац,多功能文化中心,阿莱克桑德洛瓦茨“米洛斯拉夫·布查·米尔科维奇”文化之家,,43.4598416,21.0457643,"43.4598416, 21.0457643","037",POINT(503702.2353001108 4811882.50053949)
"21851",Дом културе „Миодраг Вучковић” Здравиње,"Cultural Center ""Miodrag Vučković"" Zdravinje",Поливалентни центри за културу,,село Здравиње ,Крушевац,Крушевац,РАСИНСКИ ОКРУГ,Регион Шумадије и Западне Србије,"37","691 102; 691 218",,gisazdravinje@gmail.com,,Драгиша Ђурђевић 063 1843 970,Драгиша Ђурђевић,Cultural Center,многофункциональные культурные центры,Дом культуры  „Миодраг Вучкович” Здравине,多功能文化中心,兹德拉维涅“米尔德拉格·武契科维奇”文化之家,,43.5419379,21.4586328,"43.5419379, 21.4586328","037",POINT(537052.2080194026 4821101.098748911)
"21795",Дом културе „Мита Живков Лала” Црепаја,"Cultural Center ""Mita Živkov Lala"" Crepaja",Поливалентни центри за културу,,Трг ослобођења 9,Ковачица,Ковачица,ЈУЖНО-БАНАТСКИ ОКРУГ,Регион Војводине,"13",,,,http://domkulturecrepaja.co.nf/,Јасмина Манојловић,,Cultural Center,многофункциональные культурные центры,Дом культуры  „Мита Живков Лала” Црепая,多功能文化中心,茨莱帕亚“米塔·日夫科夫·拉拉”文化之家,,45.0080949,20.6343046,"45.0080949, 20.6343046","013",POINT(471181.6671162813 4983914.68232642)
"21797",Дом културе „Михаил Бабинка” Падина,"Cultural Center ""Mihail Babinka"" Padina",Поливалентни центри за културу,,Трг ослобођења 1,Ковачица,Ковачица,ЈУЖНО-БАНАТСКИ ОКРУГ,Регион Војводине,"13",667 235,,,www.padina.co.rs,Ана Сладечек,Андрија Томек,Cultural Center,многофункциональные культурные центры,Дом культуры  „Михаил Бабинка” Падина,多功能文化中心,帕迪娜“米哈伊尔·巴宾卡”文化之家,,45.11779,20.7228777,"45.11779, 20.7228777","013",POINT(478203.3218535774 4996072.861397229)
"22682",Дом културе „Михајло Пупин”,"Cultural Center""Mihajlo Pupin""",Поливалентни центри за културу,,Иве Лоле Рибара 47,Ковачица,Ковачица,ЈУЖНО-БАНАТСКИ ОКРУГ,Регион Војводине,"13",676 240,062 256 341,domkultureidvor@gmail.com,www.muzejpupina.rs,Светислав Закић,Светислав Закић,Cultural Center,многофункциональные культурные центры,Дом культуры  „Михайло Пупин”,多功能文化中心,“米哈伊尔·普平”文化之家,,45.1595083,20.6110918,"45.1595083, 20.6110918","013",POINT(469433.25200564455 5000743.558377493)
"21793",Дом културе „Младост” Алибунар,"Cultural Center ""Mladost"" Alibunar",Поливалентни центри за културу,,Трг слободе 7,Алибунар,Алибунар,ЈУЖНО-БАНАТСКИ ОКРУГ,Регион Војводине,"13",641 039,,,,Перица Битевић,,Cultural Center,многофункциональные культурные центры,Дом культуры  „Молодость” Алибунар,多功能文化中心,阿利布纳尔“青年”文化之家,,45.0797092,20.9633474,"45.0797092, 20.9633474","013",POINT(497115.2226284652 4991805.797426065)
"21877",Дом културе „Младост” Глогоњ,"Cultural Center ""Mladost"" Glogonj",Поливалентни центри за културу,,1. мај 1982,Панчево,Панчево,ЈУЖНО-БАНАТСКИ ОКРУГ,Регион Војводине,"13",627 115,,slavko.jovanovski@yahoo.com,,Славко Јовановски,Славко Јовановски,Cultural Center,многофункциональные культурные центры,Дом культуры  „Молодость” Глогонь,多功能文化中心,格洛格尼“青年”文化之家,,44.9854247,20.5266695,"44.9854247, 20.5266695","013",POINT(462684.85844593187 4981440.233557658)
"21668",Дом културе „Пиво Караматијевић” Прибој,"Cultural Center  ""Pivo Karamatijević"" Priboj",Поливалентни центри за културу,,12. јануара 86,Прибој,Прибој,ЗЛАТИБОРСКИ ОКРУГ,Регион Шумадије и Западне Србије,"33",2454 802,,dkulturepb@gmail.com,https://sr-rs.facebook.com/Dom-kulture-Pivo-Karamatijevi%C4%87-Priboj-121047204706892/,Борка Пузовић,"Борка Пузовић, Мирослав Вуковић, Ибрахим Ћата Хасанагић",Cultural Center,многофункциональные культурные центры,Дом культуры  „Пиво Караматиевич” Прибой,多功能文化中心,普利波伊“皮沃·卡拉玛提耶维奇”文化之家,,43.5831265,19.5231155,"43.5831265, 19.5231155","033",POINT(380765.5202897003 4826632.862746576)
"21752",Дом културе „Радан” Лебане,"Cultural Center ""Radan"" Lebane",Поливалентни центри за културу,,Цара Душана 79,Лебане,Лебане,ЈАБЛАНИЧКИ ОКРУГ,Регион Јужне и Источне Србије,"16",843 920,,domkultureradan@gmail.com,,в.д Марко Тодоровић,Љубинка Стојановић,Cultural Center,многофункциональные культурные центры,Дом культуры  „Радан” Лебане,多功能文化中心,莱巴内“拉丹”文化之家,,42.9175909,21.7356253,"42.9175909, 21.7356253","016",POINT(560039.7976960939 4751925.934897599)
"21812",Дом културе „Радивој Увалић Бата” Прокупље,"Cultural Center  ""Radivoj Uvalić Bata"" Prokuplje",Поливалентни центри за културу,,Косте Војиновића 1,Прокупље,Прокупље,ТОПЛИЧКИ ОКРУГ,Регион Јужне и Источне Србије,"27","321 002; 321 086",060 7117 355,domkulturepk@gmail.com,domkulturepk.com,Tијана Петровић,Предраг Славковић,Cultural Center,многофункциональные культурные центры,Дом культуры  „Радивой Увалич Бата” Прокупле,多功能文化中心,普罗库普列“拉迪沃伊·乌瓦利奇·巴塔“文化之家,,43.2313898,21.5809349,"43.2313898, 21.5809349","027",POINT(547173.0271093372 4786674.568440474)
"21829",Дом културе „Свети Сава” Штрпце,"Cultural Center ""Sveti Sava"" Štrpce",Поливалентни центри за културу,,Штрпце бб,Урошевац,Урошевац,КОСОВСКИ ОКРУГ,Регион Косовo и Метохијa,"290",70 207,,,,,,Cultural Center,многофункциональные культурные центры,Дом культуры  „Святой Савва” Штрпце,多功能文化中心,什特尔普策“圣萨瓦”文化之家,,42.240785,21.025908,"42.240785, 21.025908","0290",POINT(502137.5310533508 4676511.195232081)
"21787",Дом културе „Стеван Мокрањац” Неготин,"Cultural Center ""Stevan Mokranjac"" Negotin",Поливалентни центри за културу,,Трг Ђорђа Станојевића 5,Неготин,Неготин,БОРСКИ ОКРУГ,Регион Јужне и Источне Србије,"19",543 676,063 8711 651,dkmokranjac@gmail.com,www.domkulture-negotin.rs,Милан Радосављевић,Милан Радосављевић,Cultural Center,многофункциональные культурные центры,Дом культуры  „Стеван Мокраняц” Неготин,多功能文化中心,内戈廷“斯太凡·莫克拉尼亚茨”文化之家,,44.2280968,22.5278471,"44.2280968, 22.5278471","019",POINT(622023.9365340105 4898342.514413388)
"21672",Дом културе „Студеница” Ушће,"Cultural Center ""Studenica"" Kraljevo",Поливалентни центри за културу,,23. новембра 12,Краљево,Краљево,РАШКИ ОКРУГ,Регион Шумадије и Западне Србије,"36","530 056, 5430 056",,domusce@open.telekom.rs,https://b-m.facebook.com/Dom-Kulture-Studenica-Usce-1527813940837701/,Станиша Веселиновић,Станиша Веселиновић,Cultural Center,многофункциональные культурные центры,Дом культуры  „Студеница” Ушче,多功能文化中心,乌什切“斯图丹尼查”文化中心,,43.455755,20.61446,"43.455755, 20.61446","036",POINT(468808.51407525723 4811499.8167367745)
"21913",Дом културе „Тихомир Ракић - Вељко” Печењевце,"Cultural Center ""Tihomir Rakic - Veljko"" Pecenjevce",Поливалентни центри за културу,,Маршала Тита бб,Лесковац,Лесковац,ЈАБЛАНИЧКИ ОКРУГ,Регион Јужне и Источне Србије,"16",791 003,,dkpecenjevce@yahoo.com,https://www.facebook.com/domkulture.pecenjevce,Дејан Марковић,Дејан Марковић,Cultural Center,многофункциональные культурные центры,Дом культуры  „Тихомир Ракич - Велько” Печеневце,多功能文化中心,佩切涅夫策“提霍米尔·拉基奇-韦利科”文化之家,,43.1013315,21.9240761,"43.1013315, 21.9240761","016",POINT(575196.2503789552 4772481.945454649)
"21711",Дом културе Бабушница,Cultural Center Babušnica,Поливалентни центри за културу,,Саше Ивковића 1,Бабушница,Бабушница,ПИРОТСКИ ОКРУГ,Регион Јужне и Источне Србије,"10",385 154,,domkulturebabusnica@yahoo.com,,Валентина Николић Радивојев,Валентина Николић Радивојев,Cultural Center,многофункциональные культурные центры,Дом культуры  Бабушница,多功能文化中心,巴布什尼查文化之家,,43.0659472,22.4100936,"43.0659472, 22.4100936","010",POINT(614812.2127707361 4769102.986116462)
"21875",Дом културе Баваниште,House of culture Bavaniste,Поливалентни центри за културу,,Трг Зорана Ђурђева 4,Ковин,Ковин,ЈУЖНО-БАНАТСКИ ОКРУГ,Регион Војводине,"13","752 244; 063 20 42 98-директор",,,https://sr-rs.facebook.com/domkulture.babusnica/,Сава Тодоров,Слободан Стојанов,Cultural Center,многофункциональные культурные центры,Дом культуры  Баваниште,多功能文化中心,巴巴尼什特文化之家,,44.8186166,20.8737576,"44.8186166, 20.8737576","013",POINT(490018.8252370564 4962809.0755988415)
"21703",Дом културе Бачка Топола,Cultural Center Bačka Topola,Поливалентни центри за културу,,Главна 12,Бачка Топола,Бачка Топола,СЕВЕРНО-БАЧКИ ОКРУГ,Регион Војводине,"24",713 515,063 1087 713,kultura@stcable.net,http://www.domkulturebt.org/sr/,Тимеа Чипе,Татјана Дудаш,Cultural Center,многофункциональные культурные центры,Дом культуры  Бачка Топола,多功能文化中心,巴池托珀拉文化之家,,45.8130012,19.6284979,"45.8130012, 19.6284979","024",POINT(393444.506210348 5074185.564279366)
"21853",Дом културе Бешка,Cultural Center Beška,Поливалентни центри за културу,,Карађорђева 1,Инђија,Инђија,СРЕМСКИ ОКРУГ,Регион Војводине,"22",571 035,,,,председник савета дома културе Крнета Бранко,Ненад Вукмановић,Cultural Center,многофункциональные культурные центры,Дом культуры  Бешка,多功能文化中心,贝什卡文化之家,,45.1293595,20.0655123,"45.1293595, 20.0655123","022",POINT(426514.0023267185 4997745.489818075)
"21848",Дом културе Партеш,Cultural Center Parteš,Поливалентни центри за културу,,село Партеш ,Гњилане,Гњилане,КОСОВСКО-ПОМОРАВСКИ ОКРУГ,Регион Косовo и Метохијa,"280",28 033,,,,,,Cultural Center,многофункциональные культурные центры,Дом культуры  Партеш,多功能文化中心,帕尔特什文化之家,,42.401311,21.433179,"42.401311, 21.433179","0280",POINT(535648.5932911559 4694425.760556411)
"21910",Дом културе Брестовац,Cultural Center Brestovac,Поливалентни центри за културу,,Булевар ослобођења бб,Лесковац,Лесковац,ЈАБЛАНИЧКИ ОКРУГ,Регион Јужне и Источне Србије,"16",782 214,,domkulturebrestovac@gmail.com,https://sr-rs.facebook.com/DKBrestovac/,Ивана Стојковић,Ивана Стојковић,Cultural Center,многофункциональные культурные центры,Дом культуры  Брестовац,多功能文化中心,布莱斯托瓦茨文化之家,,43.153093,21.87783,"43.153093, 21.87783","016",POINT(571372.7655153997 4778189.707819973)
"21843",Дом културе Витина,Cultural Center Vitina,Поливалентни центри за културу,, ,Витина,Витина,КОСОВСКО-ПОМОРАВСКИ ОКРУГ,Регион Косовo и Метохијa,"280",81 629,,,,,,Cultural Center,многофункциональные культурные центры,Дом культуры  Витина,多功能文化中心,维提纳文化之家,,42.322168,21.35898,"42.322168, 21.35898","0280",POINT(529579.455983677 4685609.566991533)
"21873",Дом културе Владимировац,Cultural Center Vladimirovac,Поливалентни центри за културу,,Бранка Савића 47,Алибунар,Алибунар,ЈУЖНО-БАНАТСКИ ОКРУГ,Регион Војводине,"13",643 470,,,,Стојан Ђорђе - 062/215 221,Стојан Ђорђе,Cultural Center,многофункциональные культурные центры,Дом культуры  Владимировац,多功能文化中心,弗拉迪米洛瓦茨文化之家,,45.0310034,20.8618355,"45.0310034, 20.8618355","013",POINT(489116.3982147959 4986403.778412947)
"21838",Дом културе Вучитрн,"Cultural Center ""Priružje"" Vučitrn",Поливалентни центри за културу,, ,Вучитрн,Вучитрн,КОСОВСКО-МИТРОВАЧКИ ОКРУГ,Регион Косовo и Метохијa,"38",67 048,,,,,,Cultural Center,многофункциональные культурные центры,Дом культуры  Вучитрн,多功能文化中心,乌契特伦文化之家,,42.826879,20.970313,"42.826879, 20.970313","038",POINT(497573.47926041705 4741590.722634685)
