id,ime_nkd,broj_u_centralnom_registru,kategorija,y,x,kratak_opis,geometry
"26","Средњовековно насеље ""Скобаљић град""",СК 875,Непокретно културно добро,42.850156,21.911635,"Средњевековно утврђено насеље „Скобаљићев град“ налази се јужно од Вучја у кањону реке Вучјанке. Према историјским подацима припадао је Николи Скобаљићу који је 1454. године поражен од Турака, тако да је свакако грађен пре ове године. Утврђење је неправилне основе са бедемима који прате конфигурацију терена. Остаци донжон куле видљиви су на северозападном углу. Од ње бедемска платна пружају се у правцу истока и југа. Источно од донжон куле пружа се бедем у правцу север југ, који са мањом кулом на југу чини источни бедем горњег града. Западно од ове куле пружа се јужни бедем који се под правим углом везује за западни. Донжон кула је приближно квадратне основе. Од ње у правцу југа пружа се западни бедем у очуваној дужини од 17. м. који се преко јужног везује за малу кулу. Мала кула, правоугаоне основе 5,35х4,35 м. служила је за несметану комуникацију између горњег и доњег града. Јужни крак источног бедема завршава се кулом која је сачувана у траговима. Сва бедемска платна и куле грађене су техником трпанца у језгру ојачана сантрачним гредама. Положај утврђења, начин градње, као и чињеница да је коришћен у време Николе СКобаљића почетком 15. века, указују на његов значај као за проучавање историје тога периода тако и архитектуре. ",POINT(574486.4165058563 4744578.113479122)
"17",Старо нишко гробље,СК 1011,Непокретно културно добро,43.311914,21.892336,"Комплекс старог гробља налази се под Горицом у старом делу града, настао је у 18. веку. Најстарији сачувани споменик је из 1815. године а најстарији писани помен датира из марта 1878. године. Помиње се у плану Ниша. Гробови познатих, јавних, културних и заслужних рађана, као и бораца из бројних ослободилачких ратова дају овом гробљу велику историјску вредност. То су гробови: Станка Власотиначког, Николе Коле Рашића, Тодора Станковића, Петра Икономавића, Таска Узуновича, Тодора Миловановића, Милоша Чаушевића Чеје, Сердара Јола Пилетића, пуковника Милована Недића, Ратка Вукчевића, Атанасија Петровића - учитељ Тасе, Димитрија Цветановића - учитељ Миле, песника Нестора Жучног, Симе Бунића. Споменици поседују и ликовну вредност јер су их радили многи познати вајари: из Софије М Васиљев, загрепчанин Марин студин, С. Марјановић из Ниша, Пуниша Милић из Београда, Фрањо Иванишевић, Антун Аугустинчић, Јелена Лела Валчић, Милован Крстић и др. ",POINT(572364.0265795506 4795839.827082718)
"20",Део урбане целине старе чаршије у Сокобањи у улици Маршала Тита од бр. 12 до бр. 24,ПКИЦ 68,Непокретно културно добро,43.64399,21.875043,"Део урбане целине старе чаршије у ул. Маршала Тита, зграде од броја 12 до бр. 24 лоциране на К.П. бр. 5354, 5356, 5357, 5358, 5359, 5360, 5361 у КО Сокобања - као културно добро - просторно културно - историјска целина.",POINT(570574.0602765004 4832704.792979987)
"21",Манастир Св. Петка - Иверица,СК 238,Непокретно културно добро,43.336469,22.130326,"Налази се у живописном пределу Сићевачке клисуре, поред ауто-пута Ниш-Софија. Комплекс манастира обухвата: цркву, малу капелу  у некадашњој оџаклији – преосталом делу порушенох мутвака, конак и економске зграде. Манастирска црква са пратећим објектима порушена је за време турске окупације. Од некадашње манастирске цркве сачувао се само мутвак који се датира у XVII  век. Постојећу црквену грађевину градила је војна јединица у част „Срећног спасења врховног команданта краља Александра Обреновића“ од 1898. године када је саграђена црква, па све до 1903. године био је војни манастир, што је јединствен случај на територији Србије. Црква подигнута у неовизантијском стилу, који је на крају XIX века и самом почетку XX века био доминантан у српској црквеној архитектури.  Пројекат је урадио архитекта Светозар Ивачковић, а радове на изградњи објекта изводио је инжењер Живојин Дамјановић. Због своје историјске вредности, складних архитектонских просторија и декоративно обрађених фасада манастир света Петка „Иверица“ је наш значајан споменик с краја XIX века.",POINT(591627.0551832397 4798800.51536436)
"27",Споменик НОБ-е (светионик) на Дунаву,ЗМ 47,Непокретно културно добро,45.072364,20.329802,Споменик је подигнут на платоу најузвишеније тачке на обали Дунава. Састоји се од правоугаоног обелиска високог 17 метара  који је обложен мермерним плочама.   Споменик је подигнут 1961. године. Подигнут је на месту одржавања веза партизана Срема и Баната.  После успостављања веза са Банатом 1943. године преко овог канала курири су преносили разане врсте материјала и из  Баната пребацивали у Сурдук добровољце који су ишли у војвођанске јединице у Срему и Босни.      ,POINT(447244.6788746619 4991207.628305757)
"1253",Црква Св. Георгија,СК 554,Непокретно културно добро,44.665048,20.927365,,POINT(494241.9950183492 4945745.140048612)
"22",Сврљишки град,СК 698,Непокретно културно добро,43.474373,22.095686,"Километар северно од села Нишевац, на стеновитом узвишењу и на левој страни Тимока, који се ту пробија кроз узано ждрело, очувани су остаци средњевековног града Сврљига. Очувани су остаци северозападне капије, угаоне и кружне куле „куле стражаре мотриље“ и у стени укопане цистерне. Бедеми града који је неправилне издужене основе, очувани су делимично, а најбоље у североисточном делу. грађени су од притесаног камена. У подграђу Сврљиг града очувани су остаци трију средњевековних цркава и остаци грађевина, вероватно кућа српског средњевековног подграђа, а такође и остаци старог калдрмисаног пута Ниш-Видин. Сврљиг се у изворима први пут помиње 1020. године у повељи византијског цара Василија II  дарованој Охридској архиепископији. У српским изворима забележен је крајем 13. века, када га је освојио од Византије Стефан Немања. Био је српски све до 15. века, када га освајају Турци и у турским изворима се помиње 1479-1481. године до 1693. године. После те године је вероватно напуштен.",POINT(588617.7512490853 4814078.330457917)
"23",Споменик ослободиоцима Куршумлије од Турака,СК 943,Непокретно културно добро,43.137708,21.272659,"Подигнут је 1896. Године у центру Куршумлије у градском парку. Грађен је од камених блокова. Композицијски складно решен. Доњи шири део споменика завршава се са четри стуба, на чијим врховима су камене кугле. Стубове повезују профилисани стубови. На овом ширем делу споменика начињена су правоугаона удубљења за спомен плоче. Изнад ширег ужи део споменика, такође профилисан. На врху је капа пирамидалног облика, изнад које се уздиже мало профилисано постоље са куглом која симболише буктињу. Аутор споменика није познат. Натпис на споменику уништен је од Бугара у првом светском рату. По завршетку рата обновљен је. Међутим вероватно су Бугари и у другом светском рату оштетили натпис. Споменик у Куршумлији обележава борбе за ослобођење Топлице од Турака, карактеристичан је примерак каменорезачког споменичког стваралаштва на југу Србије у последњим деценијама 19. века.",POINT(522174.2958218804 4776143.295973333)
"24",Кућа народног хероја Ђуке Динић,СК 471,Непокретно културно добро,43.043035,21.685267,"На стрмој падини у махали Власинци у центру села налази се мања троделна кућа са подрумом у којој је рођен народни херој Ђука Динића. Ова једноставнија кућа са мањим средишњим тремом грађена је 1890. године. Кућу је подигао Ђукин отац Никола уз помоћ својих суседа на земљишти које купио од Турака. Нижи део куће са подрумом испод гостињске собе на левој страни назидан је на стени. Зидови куће су изграђени у систему кованице, из мањег трема – ајета са три лучна отвора посебним вратима улази  се у малу собу, кухињу и гостинску собу. У кући је до 1958 било огњиште са веригама. У собама, кујни и на трему  подови од набијене земље су замењени бетонским подом и патосом у малој соби. Чертворострани кров куће је као што је и био када је кућа саграђена. Покривен је ћеремидом. Испред улазних врата пред кућом на десној страни подзидано је мање правоугаоно проширење са каменим степеништем. ",POINT(555816.0798252298 4765821.607286957)
"1254",Остаци средњовековне цркве и гробља,СК 965,Непокретно културно добро,44.199379,20.279981,,POINT(442466.73597127333 4894269.845375422)
"29",Кућа Љубе Дидића,СК 758,Непокретно културно добро,43.643,21.877354,"Кућа у којој је ћивео организатор Тимочке буне у Сокобањском крају, Љуба ДИдић, који је после угушења побуне од стране власти под Обреновићевским режимом, одлуком Преког суда у Зајечару био осуђен на смрт и стрељан заједно са осталим учесницима 7. новембра 1883. године на Краљевици. Објекат поседује локацију у Ул. Драговићевој бр. 25. у Сокобањи. Време настанка куће је средина 19. века. Кућа мањих димензија саграђена је бондручком конструкцијом зидова и покривена је ћерамидом. Стоји слободно са свих страна. Састоји се из кухиње у којој је некада било смештено огњиште а која непосредно повезана са остале две просторије у финкцији соба. Једноставно је спољњег изгледа, без истицања појединих градитељско естетских детаља. ",POINT(570761.6100984127 4832596.80950475)
"31",Група зграда које чине недељиву целину на Тргу Ослобођења,СК 748,Непокретно културно добро,43.32177,21.89536,"Трг ослобођења у Нишу насјстарији је и највећи градски простор, фокусиран самим почетком развоја града од десне на леву овалу Нишаве. Проучавање и упоредна анализа старих урбанистичких планова потврђује да је ово језгро дало основне смернице у даљем пространом развоју града у целини, а са северне стране ова староградска амбијентална целина обогаћена је непосредним присуством реке Нишаве и широком визуром на бедемске зидове Нишке тврђаве, док са њене јужне стране пролази једна од најстаријих градских комуникација и раскрсница. Данашњу урбанистичку поставку добија сукцесивно, одмах после ослобођења од вишевековног турског ропства, када су у потпуности прихваћени европски утицаји у просторном и архитектонско уметничком преображају града.  Евидентно је да широким просторним захватима из последњих деценија, овај сквер почиње да губи своје старе амбијенталне карактеристике и насупрот новоизграђеним и предимензионираних габарита, остаје истакнута једино староградска урбана целина на његовој западној страни, са свим карактеристикама блоковског концепта и еклектичких архитетонских објеката из последњих година 19 века. и првих деценија 20. века.  ",POINT(572597.5238759527 4796937.012632434)
"32",Део урбане целине старе чаршије у улици Маршала Тита у Сокобањи са низом индивидуалних зграда на простору од угла улицe ЈНА до завршетка западне стране улице 7 јула,ПКИЦ 69,Непокретно културно добро,43.643916,21.874256,"Део урбане целине старе чаршије у ул. Маршала Тита, заједно са низом индивидуалних кућа за становање на простору од угла улице ЈНА до завршетка западне стране ул. 7 јула. Цео склоп припада врсти културних добара старих урбаних просторно културно историјских целина. ",POINT(570510.6733849865 4832695.905629135)
"44",Црква Св. Тројице,СК 237,Непокретно културно добро,43.493482,21.622841,"Црква је подигнута на месту погибије пуковника Рајевског, руског добровољца првог ослободилачког српско-турског рата 1876. године. Спомен цркву саградила је Марија Рајевска, мајка пуковника Рајевског. Сви радови извођени су на основу планова послатих из Русије. Објекат је складних пропорција са карактеристичним правим угловима. Основа је у облику правилног крста са тремовима између крстова. Централни простор засведен је куполом. Фасада је обложена керамичким плочицама груписаним у виду мозаика. Унутрашњи зидови осликани су живописом. Предложке за фреско декорацију урадио је руско сликар Васнецов. Његово реализовање поверено је сликању Д. Обреновићу.",POINT(550358.6322069569 4815805.899369974)
"33",Грађанска кућа у Ул. Драгчета Миловановића 34,СК 856,Непокретно културно добро,43.538933,21.706211,"Зграда поседује локацију у оквиру ширег градског језгра. Саграђена је у другој половини XIX века као породична кућа за становање. Зграда се састоји из подрума и приземља са просторијама које се групишу око централног предсобља као пространог хола. У односу на спољну архитектуру, прозори зграде на фасади обликовани су са надпрозорницама у виду сегментних лукова и уоквијени профилацијом у малтеру, са наглашеним парапетним венцима. И око прозора на фасади присутни су фрагменти рељефа са биљном орнаментиком.Дворишна ограда према улици којом је захваћен и део суседне парцеле, састоји се од вертикалних стубаца од метала са декоративним испуком и капујом од ниских елемената, наручена и набављена у Пешти. Наведене архитектонске карактеристике указују на то, да су и у унутрашњости тадашње Србије XIX века били присутни они облици који су се тих деценија развијали и ширили читавом Европом. ",POINT(557056.5312741938 4820907.445107216)
"34",Црква Св. Николе,СК 847,Непокретно културно добро,43.542532,21.707719,"Црква Св. Николе поседује локацију у склопу најужег градског језгра Алексинца на катастарској парцели бр. 3997. К О Алексинац, захваћеној улицама Тихомира Ђорђевића, Леле Поповић и Аце Милојевића. Саграђена је 1838. године за време владавине књаза Милоша Обреновића. У основи црква је једнобродна са полукружном олтарском апсидом и истовременим бочним певницама, те на тај начин представља триконхос. Зидови цркве у ентеријеру ојачани су масивним пиластрима, а конструкција се састоји из полуобличастог свода са ојачањима у продужетку завршетка пиластра изнад капитела. На западној страни, споља, из саме масе грађевине израста високи звоник правилне четвороугаоне основе, са високим барокним завршетком. Кров цркве решен је на две воде покривен бибер црепом, а кровови бочних певница и апсиде над полукружном основом, ћерамидом. Спољна декорација обилује фасадном пластиком карактеристичном за то време када је црква настала, у комбинацији стилске обраде под утицајем Византије, романтике и неоренесансе. Сликарство на иконостасу цркве дело је локалних мајстора. ",POINT(557174.9654282155 4821308.183074761)
"36","Спомен обележје ""Мост размене"" на путу Рума-Стејановци",ЗМ 48,Непокретно културно добро,45.037228,19.738993,"Јула месеца 1943. године, по претходном договору, извршена је  размена заробљених Немаца (који су заробљени приликом  партизанске акције  на Широком Долу) за партизане и политичке раднике на месту  званом Курдин, на путу између  Руме и Стејановаца западно од потока Ривача, на тридесетак  метара од постојећег моста, где је подигнут и споменик  посвећен овоме врло важном догађају. Овај догађај је важан због тога што су Немци, прихватајући ову размену званично  признали НОБ у Срему.  Аутор споменика је Јован  Солдатовић, вајар из Новог Сада. Споменик је подигнут и  откривен  1971. године. Партизански преговарач и човек који је извршио размену са Немцима (на преговоре је ишао у саму Руму излажући тако  свој живот опасности) био је познати партизански борац и руководилац Вукашин Биволаревић-Волф.  ",POINT(400677.73794384906 4987859.389697758)
"37",Кућа народног хероја Косте Стаменковића,СК 472,Непокретно културно добро,42.992054,21.956103,"Дводелна приземна кућа са ајатом, квадратне основе у виду нише подигнуте почетком XX века. Грађена је у бондручном систему типа чатмаре, са западне стране уз кућу дозидано је касније мање одељење у ком је била смештена радионица ужарског заната - ћеране. На кровном покривачу који је проширен са ћераком стављена је ћерамида. Ентеријер куће са кухињом и собом је адаптиран  са поставком Народног музеја у Лесковцу где су изложени предмети и документи везани за револуционарни рад и живот народног хероја Косте Стаменковића. У ћерани су изложени предмети и алатке који су коришћени приликом израде конопаца и ужади каква је до почетка Другог светског рата производио и  Коста Стаменковић. На зиду куће постављена је и спомен плоча на којој је убележено да се у овој кући родио народни херој Коста Стаменковић.",POINT(577940.6808057654 4760375.8684761645)
