id,ime_nkd,broj_u_centralnom_registru,kategorija,y,x,kratak_opis,geometry
"98",Црква Св. Петке,СК 231,Непокретно културно добро од великог значаја,43.207134,22.514277,"Црква је подигнута као придворна гробна капела у првој половини XIV столећа, и као таква, једна је од ретких сакралних објеката изразито гробне намене, која се скоро у неизмењеном облику сачувала на овом подручју до данашњег дана. Првобитно грађевина је била скромна, једнобродна, засведена плуобличастим сводом, с ниском апсидом, споља и изнутра полукружном уз коју је прислољена часна трпеза. Олтарски простор био је издвојен од наоса зиданим иконостасом који је допирао само до подножја фреско декорације друге зоне. Сачувани живопис садржи стилске одлике фреско сликарства, особито у колоричком изразу и богатој декоративности који су најкарактеристични за ликовна остварења XIV века. У XIX веку, на западној исликаној фасади дозидана је припрата са отвореним тремом, дрвеним стубовима и оградом.",POINT(623011.7328787817 4784930.137103935)
"106",Старо језгро Банатског Новог Села,ПКИЦ 50,Непокретно културно добро од великог значаја,44.990075,20.783438,"У центру села насталог планским захватом према утврђеној шеми и садржају, на раскршћу главних улица које чине осовину ортогоналног растера уличне мреже ситуирани су, као угаони или паралелно са регулационом линијом, објекти јавног садржаја: румунска и српска православна црква, седиште месних пароха, месна канцеларија, стара и нова школа, свратиште са магацинским простором и капијом између, и два споменика; палим ратницима у I светском рату са посветом В. Илића Млађег из 1923. и палим у II светском рату из 1954. Румунска црква, на јужној страни улице повучена од регулационе линије за предњи део порте, зидана је у барокном стилу високог и декоративног торња и богате малтерске пластике. Архитектонски сиромашнија и млађа по настанку је српска црква, на угаоној позицији повучена од регулационе линије обеју улица, зидана са одликама класицизма 1877. Улични фронт прати приземна зграда црквене општине, стара школска зграда подигнута као типичан пример школског објекта свога доба класицистички упрошћене фасаде, док је зграда нека-дашњег свратишта угаона, приземна двоводног крова покривеног бибер црепом. Војнограничарска зграда, некадашња општина а сада месна канцеларија је масивно зидана опеком и крова покривеног бибер црепом. Међусобни односи објеката, њихове појединачне архитектонске вредности, локација и уједначеност историјских и стилских обележја чине овај амбијент типичним за села јужног Баната којем и извесна одступања дају специфичну просторну ноту.",POINT(482928.65523971466 4981870.668591451)
"107",Дворац у Хајдучици,СК 1114,Непокретно културно добро од великог значаја,45.246891,20.963108,"Лазар Дунђерски је почетком ХХ века подигао академски компонован велики приземан спахијски дворац у парковском окружењу. Истурени класицистички портик приступне фасаде има четири дорска ступца, који носе једноставно решен тимпанон (без декорације, са кружним отвором за вентилацију). Степениште и колска рампа преко овог трема уводе кроз полукружна двокрилна врата у централни хол и пространу свечану салу. Из свечане дворане, украшене фризом и штуко декорацијом, излази се на велику терасу на супротној страни. Портик фасаде окренуте парку има шест дорских стубаца и тимпанон без украса. Бочни ризалити дворишне фасаде наглашени су у кровној конструкцији. Кровни венац је богато профилисан. Симетрично распоређени прозори, фланкирани плитким дорским пиластрима, архитравно су завршени, осим лучних фронтона са сваке стране портика. Основа је решена симетрично, а унутрашњи простор организован са страна подужног ходника. Подрум је засведен пруским сводом. Радова на обнављању било је 1980.",POINT(497104.8604042257 5010378.118188932)
"108",Српска православна црква Вазнесења у Шурјану,СК 1195,Непокретно културно добро од великог значаја,45.398885,20.873005,,POINT(490060.5434018492 5027270.864868273)
"114",Споменик Филипу Вишњићу,ЗМ 38,Непокретно културно добро од великог значаја,44.960172,19.298781,,POINT(365825.00345966476 4979933.782326452)
"125",Споменик на пољу Легет,ЗМ 36,Непокретно културно добро од великог значаја,44.928004,19.672603,,POINT(395249.83704206644 4975809.607460821)
"126",Спомен гробље,3М 37,Непокретно културно добро од великог значаја,44.976682,19.599629,,POINT(389584.5599812708 4981313.903512366)
"130",Зграда у Ул. Жарка Зрењанина бр. 21,СК 1444,Непокретно културно добро од великог значаја,45.11959,21.301407,"Саградио ју је око 1870. вршачки трговац Фриш као приземни стамбени објекат са основом у облику ћириличног слова ""Г"".  Зидана је од тврдог материјала, малтерисана је и бојена, кровни покривач је бибер цреп. Садашњи изглед са стилским обележјима сецесије добила је почетком XX века, када је и ентеријер усклађен са стилским одликама фасаде. Улична фасада издељена је плитким лизенама на седам делова. Сви отвори су правоугаоног облика, са леве стране широка улазна капија-ајнфорт, а са десне прозорски отвори у двостепено усеченим правоугаоним пољима и геометријским сецесијским украсом у доњем делу. Изнад првог кордонског венца, који је у облику широке равне траке, налазе се правоугаона поља у којима је изнад прозора, у правоугаоним касетама, пластични украс са флоралним мотивима. На месту сусрета лизена и поткровног фриза су украсне конзоле које носе венац. Пролаз ајнфорта је богато украшен плитким правоугаоним нишама изнад којих су лучно завршена поља са богатим флоралним украсом. Поред ајнфорта, са дворишне стране, налази се двоспратна кула са лименим кровом и дрвеним горњим делом. У ентеријеру зграде, посебно код ги-псаних радова и столарије, такође је богато коришћен репертоар сецесијског стилизованог украса. Кречење фасаде обављено је 1989.",POINT(523706.0128467319 4996279.655631784)
"143",Црква Св. Николе у Опову,СК 1447,Непокретно културно добро од великог значаја,45.051659,20.421428,"Црква Св. Николе у Опову је новија једнобродна грађевина, са полукружном апсидом на источној и звоником на западној страни, и елементима неоренесансе у обради фасада. Компликовани архитектонски склоп и резбарија иконостаса дело су вештог мајстора. Целину са иконостасом чини дрвена оплата која покрива зидове певница, архијерејски и Богородичин трон. Иконостас је сликао и потписао на свим престоним иконама Стева Тодоровић 1885. Признат и добро школован познавалац заната, поред уравнотежене композиције и добрих пропорција портретски представљених ликова на престоним иконама, овде је постигао и колористички склад топлије палете и гушће пасте. Као и на неким претходним иконостасима, и у оповачкој цркви су обрађене поједине теме из политичке и културне историје Срба (попут Замонашења Стефана Немање). На Богородичином трону исти сликар остварио је посебно успели тондо на коме је приказан Анђео који се јавља Јосифу у сну. У цркви су сачуване и неке старије иконе из XVII и XVIII века (св. архиепископи Арсеније и Сава Српски, Нерукотворени образ из 1773) и неколико група целивајућих икона од краја XVIII до друге половине XIX века. Икона Богородице са Христом, са исписаним стихом једне Богородичине песме при дну и годином 1785, има своју реплику у цркви у Црепаји, где је у натпису изостао датум.",POINT(454440.6711841488 4988851.890648345)
"144",Бунари,СК 1085,Непокретно културно добро од великог значаја,45.034963,20.868722,"Бунари се, распоређени на одређеном растојању, најчешће налазе на раскрсницама улица. Представљају плански систем водоснабдевања, настао у току формирања овог насеља у Војној граници, који је у одређеној мери поседовао и водоводну мрежу. Најстарији бунари подигнути су под надзором граничарских инжењера у првој деценији XIX века, а до данас их је очувано осам. Великих су дубина и пресека, са механизмом покретаним коњском снагом, којим је преко два чекрка истовремено извлачена пуна и спуштана празна посуда за за-хватање воде. Наткривени су сложеном кровном конструкцијом пирамидалног и правоугаоног облика, првобитно покривеном шиндром. Као пример зачетка модерно организованог снабдевања водом насеља, бунари у Владимировцу представљају сведочанство инфраструктурног развоја овог места из времена његовог оснивања. Конзерваторски радови су рађени на два бунара у главној улици 1979.",POINT(489659.5800214209 4986842.739915311)
"161","Зграда ""Конкордија"" у Вршцу",СК 1445,Непокретно културно добро од великог значаја,45.119416,21.301877,"Саграђена је 1847. по плановима Франца Брандајса, на месту старе Штенцерове гостионице, за хотел. Зграду откупљује прво вршачко акционарско друштво, руши је и гради нови објекат за гостионицу под именом ""Конкордија"", које је и данас сачувано. Затим  је 1852. откупљује Магистрат за смештај Ниже реалке и отада је служила за потребе образовања и у новије време Музеја. Зграда је измењена и проширена 1884, по пројектима истог аутора, у монументалну спратну грађевину, са фронтом према улици, бочним и дворишним крилом. Архитектонски је обликована са стилским обележјима класицизма. Улична фасада је компонована око централног тракта са два нижа бочна крила. У централном тракту приземља налази се широка лучно завршена капија-ајнфорт, док су сви прозори приземља у плитким нишама са степенастом архиволтом у горњем делу. Спрат це-нтралног тракта украшен је монументалним канелираним полукружним пиластрима са ко-ринтским капителима између високих полукружно завршених прозора, који се разликују од правоугаоних прозора на бочним деловима грађевине. На крајевима бочних фасада налазе се плитки пиластри са истакнутим венцем уместо капитела, а на широком фризу централног тракта, изнад греде коју носе пиластри, налази се место за натпис. Конзерваторски радови рађени су 1988. и 1994.",POINT(523743.0510596661 4996260.463932262)
"168",Манастир Короглаш,СК 215,Непокретно културно добро од великог значаја,44.269004,22.521058,"Црква манастира Короглаша налази се на пространој равници у атару села Милошева, око 6 километара северозападно од Неготина. По својој архитектонској концепцији припада варијанти нешто скромније украшених сакралних грађевина „Моравске школе“ настале у првим деценијама XV века. У основи црква Короглашког манастира је једнобродна грађевина, са олтарском апсидом на истоку, која је споља политенална, а изнутра полукружна и темељним остацима припрате на западу. На источној и јужној фасади очуване су три нише, код којих су лучки завршетци изведени искључиво од опека. Изнад слепих аркада налази се фриз од наизменично састављених кружних неглеђосаних и глеђосаних керамопластичних лончића. Живопис је сачуван у мањим траговима. Пространом манастирском комплексу је већа средњевековна некропола са очуваним монументалним надгобним белезима .",POINT(621397.5225537332 4902876.16467513)
"170","Дворац ""Капетаново"" код Старог Леца",СК 1138,Непокретно културно добро од великог значаја,45.272592,20.936815,"Изван насеља, на путу Зрењанин-Вршац у близини села Стари Лец, изградио је жупан Ботка Бела 1904. пољски дворац и однеговани пространи парк са фонтаном. Име је дворац добио по последњем спахији Милану Капетанову. Спратна грађевина, подужне основе, асиметрично распоређених маса изведена је у духу романтичарског историзма, саткана од елемената романике и готике. На дужим странама зграде два висока степенаста забата издижу се изнад крова истичући централни ризалит и улазни трем. Забате фланкирају полигоналне украсне кулице. На источном забату је грб породице Ботка изведен у плиткој пластици. Надахнутост средњевековним дворцима донела је на бочну страну високу кулу квадратне основе и назубљеног завршетка. Прозори приземља су благо залучени, а спратни имају оштро преломљен готски лук. Фасаде су глатко малтерисане, осим приземне зидане имитацијом сложених крупних камених квадера. Једноставни, истурени трем централног ризалита западне фасаде са четири ступца, преко приступне рампе и неколико степеница уводи у доминантан приземни централни хол спратне висине са дрвеним степеништем и галеријом. У приземљу су салон, библиотека, трпезарија, кухиња, а на спрату спаваће собе. Делимично су изведени конзерваторски радови (грађевински 1987-88).",POINT(495043.72530983784 5013234.583613715)
"179",Манастир Темска,СК 212,Непокретно културно добро од великог значаја,43.268505,22.561103,"Манастир Темска налази се 18 километара од Пирота. Црква овог манастира, која је посвећена св. Ђорђу, подигнута је у 16. веку. Припрата је дограђена у 17. веку,  а трем у 18. веку. Црква је саграђена од ломљеног камена, сиге и малтера. Основа је триконхосна, на чијим се сажетим уписаним крстом уздиже једна осмострана купола. Овај споменик српске културе представља скроман, али тичан пример архитектонског стила турског периода, који наставља традиције артектуре Моравске школе. Три манастирска конака која с у 19. веку саграђена од опеке, а делимично од дрвета, имају бројне простоје и тремове, који чине једну складну целину. Живопис у цркви потиче из 1576. и 1654. године и није уједначеног квалитета. Нарочито су интересантне оне композиције у спољашњем нартексу, који илуструју Страшни суд и легенду о св. Ђорђу. У наосу, поред уобичајених сцена опширно су илустроване сцене Христових мука. Фреске у овој цркви интересантне су по иконографским детаљима, као и по смислу њихових аутора за декоративно решење, нарочито одеће. Поред извесне наивности и провинцијског обележја, у ликовном изражавању тематских живописаца осећа се и њихов смисао да лична схватања и способности обогате искуствима већих, старијих мајстора у периоду турске окупације. У цркви постоји иконостас у дрворезу који се приписује мајсторима Дебарске школе.",POINT(626688.4437395099 4791815.63771507)
"180",Зграда Пастеровог завода,СК 311,Непокретно културно добро од великог значаја,43.316263,21.9139,"Својим првобитним габаритом који се састорји из приземља са симетричним распоредом од четири просторије оријентисане према улици и две веће према дворишту, са улазним фасадним трактом у дужини од 23 метара датира из времена од 1900. године када је саграђена за потребе здравствене установе, по пројекту непознатог архитекте. Касније када је зграда после првог светског рата, у време од 1923.-1926. године од старог Пастеровог завода као војне установе, променила функционалну намену у Епидемиолошки, односно Хигијенски завод са установом цивилне намене, ради проширења радног простора, са источне и западне стране дограђен је још по један анекс. Овим целокупни фасадни трактат добија дужину од 45 метара, чиме симетричност фасаде композиције уопште као и стилска обележја са детаљима остају ненарушени и сладно обједињени у једну целину у односу на првобитно стање у архитектури мирног електичког ренесанса. У односу на данашњу ужу и ширу локацију, објекат се налази у кругу градске болнице орјентисан својом главном фасадом према улици Браће Тасковића. Објекат се исторојски везује за почетак рада прве здравстене установе у области превентивне медицинске заштите у Југославији уопште.",POINT(574107.4837585177 4796341.716356337)
"193",Вршачка кула,СК 1097,Непокретно културно добро од великог значаја,45.12252,21.325523,"Са источне стране града Вршца, на брегу познатом под именом Кула, на 400 m надморске висине, налазе се остаци мањег средњовековног утврђења издуженог облика, чији су бедеми прилагођени облику платоа ширине 18, а дужине 46 m. Утврђењем доминира кула висине 19,85 m која се налази у источном делу платоа. Њена основа је у облику неправилног правоугаоника спољних димензија 13,80x11 m. Зидови дебљине до 3,90 m грађени су од ломљеног камена у кречном малтеру. Кула је имала приземље и три етаже. Остаци пећи са два ложишта и димњаком, очувани на трећој етажи, упућују на њену стамбену функцију. Оштећења на кули санирана су 1894. и 1933, истраживачки радови мањег обима извођени су 1952, 1970. и 1983, а конзерваторски 1965–66. Систематска археолошка истраживања унутар бедема започела су 1997. и трајала у континуитету до 2002. и, по мишљењу аутора, недвосмислено показала да су у питању остаци дворца који је саграђен у првој половини 15. века, а у функцији остаје до 1522. Откривени су бедеми, ширине 1,60 m, преградни зид у пуној дужини од 18,20 m, кружна кула на западном делу и објекти у унутрашњости, међу којима се истиче цистерна у подножју донжон куле. Археолошка истраживања су пратили конзерваторски радови.",POINT(525601.4539794937 4996612.501514357)
